"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02129!!Estimate","ZCTA5 02129!!Margin of Error","ZCTA5 02129!!Percent","ZCTA5 02129!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,278","±501","9,278","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,537","±362","38.1%","±3.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,582","±267","17.1%","±2.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","887","±185","9.6%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","181","±83","2.0%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,782","±303","19.2%","±3.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","7","±12","0.1%","±0.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,344","±259","14.5%","±2.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","318","±153","3.4%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,072","±409","33.1%","±3.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","353","±128","3.8%","±1.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,116","±389","22.8%","±3.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","617","±239","6.7%","±2.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,279","±281","24.6%","±2.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,925","±332","20.7%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.19","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.98","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","20,330","±1,067","20,330","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,278","±501","45.6%","±1.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,582","±346","17.6%","±1.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","889","±200","4.4%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,625","±488","22.7%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,094","±326","5.4%","±1.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","862","±217","4.2%","±1.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,718","±564","7,718","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,118","±417","40.4%","±4.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,980","±395","51.6%","±4.3"
"        Separated","37,600","±1,670","1.3%","±0.1","69","±56","0.9%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","55","±39","0.7%","±0.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","496","±171","6.4%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,814","±522","8,814","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,385","±390","38.4%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,841","±367","43.6%","±3.9"
"        Separated","55,256","±1,859","1.8%","±0.1","187","±134","2.1%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","595","±240","6.8%","±2.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","806","±181","9.1%","±2.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","324","±101","324","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","44","±49","13.6%","±13.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","14","±16","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","58","±18","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±178","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","74","±29","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","46","±26","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","398","±203","398","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","139","±88","34.9%","±18.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","4","±8","1.0%","±2.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","86","±75","21.6%","±15.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±9.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","49","±48","12.3%","±13.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","139","±88","139","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","96","±70","69.1%","±22.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","135","±86","97.1%","±5.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,540","±420","3,540","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","539","±161","15.2%","±4.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","498","±142","14.1%","±3.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,464","±319","41.4%","±6.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","285","±98","8.1%","±2.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","754","±172","21.3%","±4.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","15,630","±855","15,630","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","576","±195","3.7%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","723","±323","4.6%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,971","±397","12.6%","±2.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,249","±249","8.0%","±1.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","452","±139","2.9%","±0.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,477","±563","35.0%","±3.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,182","±493","33.2%","±3.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","14,331","±720","91.7%","±2.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,659","±617","68.2%","±3.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","16,231","±829","16,231","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","484","±137","3.0%","±0.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,310","±1,071","20,310","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,641","±301","8.1%","±1.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,079","±447","4,079","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","85","±57","2.1%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","13,626","±707","13,626","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","763","±198","5.6%","±1.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,605","±397","2,605","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","793","±252","30.4%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","20,049","±1,043","20,049","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","17,003","±1,102","84.8%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,046","±491","15.2%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,932","±479","14.6%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","1,557","±359","7.8%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","1,375","±302","6.9%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","812","±253","4.1%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","563","±160","2.8%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","114","±75","0.6%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,411","±1,065","20,411","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","17,129","±917","83.9%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,513","±850","80.9%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,772","±710","52.8%","±2.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,741","±476","28.1%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","616","±227","3.0%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,282","±483","16.1%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,282","±483","3,282","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,845","±365","56.2%","±8.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,437","±349","43.8%","±8.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,898","±512","3,898","(X)"
"        Native","209,292","±4,176","209,292","(X)","616","±227","616","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","145","±87","23.5%","±12.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","471","±202","76.5%","±12.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,282","±483","3,282","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","751","±269","22.9%","±7.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,531","±466","77.1%","±7.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,282","±483","3,282","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","584","±154","17.8%","±4.6"
"        Asia","372,717","±3,581","30.8%","±0.3","1,511","±405","46.0%","±8.5"
"        Africa","113,823","±3,313","9.4%","±0.3","165","±114","5.0%","±3.4"
"        Oceania","4,098","±490","0.3%","±0.1","74","±73","2.3%","±2.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","884","±265","26.9%","±7.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","64","±39","2.0%","±1.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","18,712","±1,010","18,712","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,757","±795","78.9%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,955","±649","21.1%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,596","±377","8.5%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,401","±430","7.5%","±2.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","384","±170","2.1%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","740","±249","4.0%","±1.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","150","±98","0.8%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,784","±490","9.5%","±2.5"
