"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02109!!Estimate","ZCTA5 02109!!Margin of Error","ZCTA5 02109!!Percent","ZCTA5 02109!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,958","±291","1,958","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","641","±158","32.7%","±6.6"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","155","±78","7.9%","±3.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","192","±77","9.8%","±4.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±2.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","520","±153","26.6%","±6.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±2.0"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","410","±133","20.9%","±6.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","46","±36","2.3%","±1.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","605","±192","30.9%","±8.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","463","±139","23.6%","±6.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","82","±47","4.2%","±2.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","155","±78","7.9%","±3.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","334","±103","17.1%","±5.1"
"        Average household size","2.48","±0.01","(X)","(X)","1.78","±0.12","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.55","±0.18","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,490","±576","3,490","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,958","±291","56.1%","±4.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","639","±150","18.3%","±3.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","189","±79","5.4%","±2.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","393","±149","11.3%","±3.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","21","±24","0.6%","±0.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","290","±216","8.3%","±5.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,722","±328","1,722","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","900","±271","52.3%","±9.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","689","±172","40.0%","±8.7"
"        Separated","37,600","±1,670","1.3%","±0.1","41","±39","2.4%","±2.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","19","±23","1.1%","±1.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","73","±43","4.2%","±2.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,651","±361","1,651","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","759","±306","46.0%","±11.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","675","±139","40.9%","±8.8"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±2.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","86","±52","5.2%","±3.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","131","±81","7.9%","±4.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","38","±18","38","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±53.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±53","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","36","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","-","**","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","39","±29","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","29","±44","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","294","±121","294","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","54","±43","18.4%","±13.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","24","±19","8.2%","±6.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","44","±53","15.0%","±14.8"
