"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01108!!Estimate","ZCTA5 01108!!Margin of Error","ZCTA5 01108!!Percent","ZCTA5 01108!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,213","±547","10,213","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,912","±367","28.5%","±3.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,332","±282","13.0%","±2.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","855","±311","8.4%","±3.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","346","±167","3.4%","±1.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,066","±413","20.2%","±3.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","358","±272","3.5%","±2.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,199","±306","11.7%","±3.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","392","±166","3.8%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","4,380","±573","42.9%","±4.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","994","±255","9.7%","±2.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,063","±447","20.2%","±4.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","555","±205","5.4%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,403","±450","33.3%","±4.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,072","±273","20.3%","±2.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.56","±0.14","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.29","±0.19","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","26,173","±1,796","26,173","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","10,213","±547","39.0%","±2.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,991","±398","11.4%","±1.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","816","±283","3.1%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,979","±1,175","34.3%","±2.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,799","±435","6.9%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,375","±493","5.3%","±1.8"
"MARITAL STATUS","","","","","","","",""
