"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01541!!Estimate","ZCTA5 01541!!Margin of Error","ZCTA5 01541!!Percent","ZCTA5 01541!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,298","±98","1,298","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","878","±81","67.6%","±6.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","293","±47","22.6%","±4.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","103","±56","7.9%","±4.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±3.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","128","±61","9.9%","±4.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","12","±19","0.9%","±1.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","116","±57","8.9%","±4.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","85","±51","6.5%","±3.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","189","±72","14.6%","±5.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","36","±31","2.8%","±2.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","70","±40","5.4%","±2.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","53","±35","4.1%","±2.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","354","±58","27.3%","±5.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","536","±108","41.3%","±7.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.67","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.91","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,467","±45","3,467","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,298","±98","37.4%","±2.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","903","±80","26.0%","±2.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","104","±56","3.0%","±1.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","991","±131","28.6%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","89","±65","2.6%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","82","±69","2.4%","±2.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,517","±120","1,517","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","353","±105","23.3%","±6.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","941","±89","62.0%","±6.7"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±2.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","59","±58","3.9%","±3.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","164","±63","10.8%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,404","±89","1,404","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","237","±78","16.9%","±4.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","943","±86","67.2%","±6.4"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±2.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","90","±43","6.4%","±3.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","134","±56","9.5%","±4.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","15","±23","15","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±84.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±142","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","24","±36","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±331","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±201","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","41","±60","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","13","±21","13","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±91.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±91.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±91.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±91.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±91.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","706","±140","706","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","38","±57","5.4%","±7.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","46","±50","6.5%","±7.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","362","±87","51.3%","±9.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","136","±68","19.3%","±8.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","124","±68","17.6%","±8.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,593","±139","2,593","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","4","±10","0.2%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","35","±31","1.3%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","270","±117","10.4%","±4.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","375","±104","14.5%","±4.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","251","±96","9.7%","±3.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","871","±154","33.6%","±5.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","787","±174","30.4%","±6.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,554","±142","98.5%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,658","±218","63.9%","±7.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,805","±148","2,805","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","138","±64","4.9%","±2.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,502","±25","3,502","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","179","±69","5.1%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","697","±143","697","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","6","±9","0.9%","±1.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,079","±152","2,079","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","75","±44","3.6%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","726","±127","726","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","98","±46","13.5%","±6.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,486","±32","3,486","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,239","±136","92.9%","±3.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","247","±134","7.1%","±3.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","238","±128","6.8%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","140","±96","4.0%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","98","±68","2.8%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","90","±66","2.6%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","8","±20","0.2%","±0.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","9","±20","0.3%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,502","±25","3,502","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,348","±75","95.6%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,348","±75","95.6%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,430","±251","69.4%","±7.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","918","±233","26.2%","±6.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","154","±71","4.4%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","154","±71","154","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","122","±62","79.2%","±19.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","32","±33","20.8%","±19.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","154","±71","154","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","154","±71","154","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","22","±28","14.3%","±17.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","132","±64","85.7%","±17.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","154","±71","154","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","74","±54","48.1%","±23.9"
"        Asia","372,717","±3,581","30.8%","±0.3","1","±2","0.6%","±1.6"
"        Africa","113,823","±3,313","9.4%","±0.3","13","±21","8.4%","±13.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±22.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","38","±30","24.7%","±19.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","28","±29","18.2%","±18.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,381","±68","3,381","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,222","±103","95.3%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","159","±81","4.7%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","48","±50","1.4%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","34","±41","1.0%","±1.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","112","±65","3.3%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","48","±50","1.4%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","13","±21","0.4%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,502","±25","3,502","(X)"
"        American","260,364","±6,504","3.7%","±0.1","347","±217","9.9%","±6.2"
"        Arab","72,487","±3,641","1.0%","±0.1","10","±16","0.3%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","9","±15","0.3%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","31","±27","0.9%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","593","±137","16.9%","±3.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","310","±161","8.9%","±4.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","259","±119","7.4%","±3.4"
"        German","387,135","±7,027","5.5%","±0.1","174","±92","5.0%","±2.6"
"        Greek","76,566","±3,218","1.1%","±0.1","16","±24","0.5%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","333","±96","9.5%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","330","±131","9.4%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","24","±28","0.7%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","140","±90","4.0%","±2.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","39","±46","1.1%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","26","±22","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","129","±65","3.7%","±1.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","290","±157","8.3%","±4.5"
"        Swiss","10,126","±912","0.1%","±0.1","30","±26","0.9%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","49","±39","1.4%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","9","±20","0.3%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,298","±98","1,298","(X)"
