"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01468!!Estimate","ZCTA5 01468!!Margin of Error","ZCTA5 01468!!Percent","ZCTA5 01468!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,622","±316","1,622","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","833","±191","51.4%","±10.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","277","±79","17.1%","±5.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","96","±95","5.9%","±6.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±2.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","394","±229","24.3%","±11.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","107","±164","6.6%","±9.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","129","±116","8.0%","±6.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±13","0.0%","±2.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","299","±136","18.4%","±7.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","31","±36","1.9%","±2.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","236","±127","14.5%","±7.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","61","±47","3.8%","±2.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","452","±186","27.9%","±9.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","408","±161","25.2%","±9.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.50","±0.31","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.02","±0.39","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,058","±758","4,058","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,622","±316","40.0%","±5.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","827","±188","20.4%","±3.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","89","±89","2.2%","±2.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,076","±283","26.5%","±4.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","382","±300","9.4%","±6.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","62","±56","1.5%","±1.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,752","±383","1,752","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","508","±227","29.0%","±10.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,012","±269","57.8%","±10.0"
"        Separated","37,600","±1,670","1.3%","±0.1","31","±34","1.8%","±1.9"
