"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02111!!Estimate","ZCTA5 02111!!Margin of Error","ZCTA5 02111!!Percent","ZCTA5 02111!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,515","±329","3,515","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,175","±210","33.4%","±4.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","437","±178","12.4%","±4.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","152","±51","4.3%","±1.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±19","0.0%","±1.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","886","±199","25.2%","±5.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±19","0.0%","±1.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","643","±171","18.3%","±4.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","60","±61","1.7%","±1.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,302","±204","37.0%","±4.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","96","±51","2.7%","±1.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","890","±197","25.3%","±5.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","346","±114","9.8%","±3.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","537","±180","15.3%","±4.6"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","916","±180","26.1%","±4.8"
"        Average household size","2.48","±0.01","(X)","(X)","1.93","±0.13","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.74","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","6,773","±787","6,773","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,515","±329","51.9%","±3.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,155","±202","17.1%","±2.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","176","±59","2.6%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,290","±361","19.0%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","334","±138","4.9%","±2.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","303","±118","4.5%","±1.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,201","±377","3,201","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,662","±292","51.9%","±6.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,353","±245","42.3%","±6.1"
"        Separated","37,600","±1,670","1.3%","±0.1","14","±21","0.4%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","62","±74","1.9%","±2.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","110","±79","3.4%","±2.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,628","±391","3,628","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,679","±270","46.3%","±5.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,308","±225","36.1%","±4.4"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±19","0.0%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","403","±143","11.1%","±3.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","238","±108","6.6%","±2.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","20","±33","20","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±73.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±24","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","8","±14","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±83","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","12","±24","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","7","±18","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","30","±42","30","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","6","±10","20.0%","±46.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±60.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±60.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±60.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","6","±10","20.0%","±46.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","6","±10","6","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","6","±10","100.0%","±100.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","0.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,726","±498","2,726","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","153","±102","5.6%","±3.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","60","±49","2.2%","±1.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","406","±150","14.9%","±4.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","177","±181","6.5%","±6.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,930","±401","70.8%","±6.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,027","±565","5,027","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","684","±192","13.6%","±3.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","222","±123","4.4%","±2.2"
