"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01832!!Estimate","ZCTA5 01832!!Margin of Error","ZCTA5 01832!!Percent","ZCTA5 01832!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,915","±469","9,915","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,107","±434","41.4%","±4.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,600","±295","16.1%","±2.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,240","±312","12.5%","±3.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","339","±180","3.4%","±1.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,384","±324","14.0%","±3.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","239","±137","2.4%","±1.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","887","±269","8.9%","±2.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","302","±142","3.0%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,184","±368","32.1%","±3.7"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","655","±180","6.6%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,508","±268","15.2%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","662","±179","6.7%","±1.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,413","±344","34.4%","±3.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,638","±340","26.6%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.56","±0.12","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.06","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","25,394","±1,332","25,394","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,915","±469","39.0%","±1.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,031","±426","15.9%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,392","±385","5.5%","±1.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,713","±821","30.4%","±2.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,444","±302","5.7%","±1.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","899","±257","3.5%","±1.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","9,467","±748","9,467","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,779","±529","39.9%","±3.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,434","±453","46.8%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","344","±209","3.6%","±2.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","88","±62","0.9%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","822","±265","8.7%","±2.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","10,986","±720","10,986","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,043","±572","36.8%","±3.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,175","±445","38.0%","±3.7"
"        Separated","55,256","±1,859","1.8%","±0.1","279","±116","2.5%","±1.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","876","±219","8.0%","±2.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,613","±289","14.7%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","339","±118","339","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","167","±89","49.3%","±18.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","42","±23","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","54","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","13","±20","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","77","±40","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","42","±26","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","541","±199","541","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","280","±165","51.8%","±17.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","20","±31","3.7%","±5.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","51","±61","9.4%","±9.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","138","±136","25.5%","±20.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","71","±57","13.1%","±9.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","280","±165","280","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","220","±126","78.6%","±15.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","155","±135","55.4%","±28.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,533","±561","6,533","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","659","±266","10.1%","±4.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","246","±103","3.8%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,732","±413","41.8%","±4.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,458","±281","22.3%","±3.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,438","±276","22.0%","±4.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,225","±939","17,225","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","625","±278","3.6%","±1.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,185","±382","6.9%","±2.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,666","±699","32.9%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,209","±484","18.6%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,669","±359","9.7%","±2.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,338","±388","19.4%","±2.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,533","±249","8.9%","±1.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,415","±873","89.5%","±2.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,871","±456","28.3%","±2.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","19,379","±1,033","19,379","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,278","±407","6.6%","±2.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","25,432","±1,350","25,432","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,684","±598","14.5%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,140","±627","6,140","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","328","±160","5.3%","±2.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","15,866","±966","15,866","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,212","±465","13.9%","±2.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,426","±454","3,426","(X)"
