"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01039!!Estimate","ZCTA5 01039!!Margin of Error","ZCTA5 01039!!Percent","ZCTA5 01039!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","709","±97","709","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","316","±61","44.6%","±7.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","100","±39","14.1%","±5.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","112","±64","15.8%","±8.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","3","±7","0.4%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","76","±37","10.7%","±4.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","5","±8","0.7%","±1.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","50","±31","7.1%","±4.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","17","±15","2.4%","±2.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","205","±54","28.9%","±6.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","44","±24","6.2%","±3.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","108","±43","15.2%","±5.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","46","±30","6.5%","±4.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","152","±47","21.4%","±6.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","289","±71","40.8%","±7.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.36","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.66","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,670","±240","1,670","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","709","±97","42.5%","±3.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","319","±63","19.1%","±3.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","107","±61","6.4%","±3.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","377","±100","22.6%","±4.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","63","±41","3.8%","±2.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","95","±56","5.7%","±3.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","627","±114","627","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","180","±59","28.7%","±6.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","327","±61","52.2%","±7.2"
"        Separated","37,600","±1,670","1.3%","±0.1","9","±13","1.4%","±2.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","20","±14","3.2%","±2.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","91","±57","14.5%","±8.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","859","±151","859","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","241","±86","28.1%","±7.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","339","±69","39.5%","±9.0"
"        Separated","55,256","±1,859","1.8%","±0.1","5","±6","0.6%","±0.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","50","±33","5.8%","±3.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","224","±90","26.1%","±7.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","5","±7","5","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±215","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","19","±26","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±556","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±329","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","36","±49","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","285","±95","285","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","19","±20","6.7%","±5.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","8","±13","2.8%","±4.5"
