"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01983!!Estimate","ZCTA5 01983!!Margin of Error","ZCTA5 01983!!Percent","ZCTA5 01983!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,202","±116","2,202","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,564","±177","71.0%","±7.6"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","766","±180","34.8%","±7.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","31","±35","1.4%","±1.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±19","0.0%","±1.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","214","±117","9.7%","±5.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","76","±83","3.5%","±3.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","111","±71","5.0%","±3.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","94","±63","4.3%","±2.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","393","±138","17.8%","±6.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","46","±77","2.1%","±3.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","261","±112","11.9%","±4.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","261","±112","11.9%","±4.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","915","±137","41.6%","±5.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","956","±130","43.4%","±5.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.89","±0.13","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.24","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","6,367","±141","6,367","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,202","±116","34.6%","±1.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,539","±171","24.2%","±2.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","34","±36","0.5%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,159","±205","33.9%","±3.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","298","±155","4.7%","±2.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","135","±129","2.1%","±2.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,643","±161","2,643","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","776","±180","29.4%","±5.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,656","±166","62.7%","±6.8"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±19","0.0%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","16","±26","0.6%","±1.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","195","±106","7.4%","±4.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,593","±204","2,593","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","351","±121","13.5%","±4.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,687","±174","65.1%","±6.8"
"        Separated","55,256","±1,859","1.8%","±0.1","46","±77","1.8%","±3.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","284","±137","11.0%","±5.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","225","±124","8.7%","±4.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","17","±25","17","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±79.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±102","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","15","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±273","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±104","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±42","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","149","±104","149","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±19","0.0%","±23.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±23.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±23.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±23.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±23.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±19","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±19","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,539","±246","1,539","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","163","±76","10.6%","±5.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","65","±83","4.2%","±5.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","590","±153","38.3%","±8.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","486","±162","31.6%","±9.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","235","±107","15.3%","±6.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,594","±192","4,594","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","42","±40","0.9%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","56","±43","1.2%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","493","±167","10.7%","±3.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","423","±190","9.2%","±4.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","281","±121","6.1%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,752","±293","38.1%","±6.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,547","±297","33.7%","±6.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,496","±205","97.9%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,299","±311","71.8%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,766","±200","4,766","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","358","±145","7.5%","±3.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,427","±124","6,427","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","601","±183","9.4%","±2.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,764","±196","1,764","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","53","±51","3.0%","±2.9"
