"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01240!!Estimate","ZCTA5 01240!!Margin of Error","ZCTA5 01240!!Percent","ZCTA5 01240!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,158","±251","2,158","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","845","±218","39.2%","±8.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","75","±66","3.5%","±2.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","168","±104","7.8%","±4.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","70","±74","3.2%","±3.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","329","±148","15.2%","±6.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","17","±33","0.8%","±1.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","277","±129","12.8%","±5.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","203","±118","9.4%","±5.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","816","±184","37.8%","±8.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","39","±61","1.8%","±2.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","464","±161","21.5%","±6.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","325","±118","15.1%","±4.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","243","±103","11.3%","±5.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,191","±232","55.2%","±7.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.11","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.76","±0.27","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,551","±321","4,551","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,158","±251","47.4%","±4.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","825","±218","18.1%","±4.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","170","±109","3.7%","±2.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,155","±332","25.4%","±7.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","104","±66","2.3%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","139","±129","3.1%","±2.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,334","±239","2,334","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,021","±301","43.7%","±10.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","900","±234","38.6%","±9.9"
"        Separated","37,600","±1,670","1.3%","±0.1","80","±82","3.4%","±3.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","74","±62","3.2%","±2.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","259","±160","11.1%","±6.9"
