"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01719!!Estimate","ZCTA5 01719!!Margin of Error","ZCTA5 01719!!Percent","ZCTA5 01719!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,180","±182","2,180","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,325","±95","60.8%","±6.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","598","±128","27.4%","±6.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","84","±56","3.9%","±2.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±19","0.0%","±1.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","391","±129","17.9%","±5.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","8","±13","0.4%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","375","±131","17.2%","±5.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","107","±76","4.9%","±3.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","380","±125","17.4%","±5.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","48","±43","2.2%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","298","±122","13.7%","±5.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","61","±37","2.8%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","665","±133","30.5%","±6.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","483","±105","22.2%","±4.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.51","±0.21","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.23","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","5,471","±27","5,471","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,180","±182","39.8%","±3.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,299","±92","23.7%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","93","±59","1.7%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,722","±227","31.5%","±4.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","103","±72","1.9%","±1.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","74","±87","1.4%","±1.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,192","±197","2,192","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","562","±163","25.6%","±5.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,416","±106","64.6%","±6.6"
"        Separated","37,600","±1,670","1.3%","±0.1","17","±20","0.8%","±0.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","55","±61","2.5%","±2.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","142","±70","6.5%","±3.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,400","±277","2,400","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","787","±306","32.8%","±9.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,323","±91","55.1%","±7.4"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±19","0.0%","±1.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","92","±59","3.8%","±2.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","198","±78","8.3%","±3.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","26","±31","26","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±64.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±48","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","19","±24","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±102","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","24","±46","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","26","±43","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","25","±31","25","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","7","±12","28.0%","±55.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±65.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±65.8"
