"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01301!!Estimate","ZCTA5 01301!!Margin of Error","ZCTA5 01301!!Percent","ZCTA5 01301!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,190","±322","8,190","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,758","±220","33.7%","±2.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","933","±172","11.4%","±2.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","669","±159","8.2%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","134","±88","1.6%","±1.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,824","±263","22.3%","±2.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","169","±104","2.1%","±1.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,220","±224","14.9%","±2.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","657","±171","8.0%","±2.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,939","±306","35.9%","±3.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","565","±142","6.9%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,912","±276","23.3%","±2.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,043","±206","12.7%","±2.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,010","±177","24.5%","±2.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,075","±299","37.5%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.11","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.78","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","17,254","±189","17,254","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","8,190","±322","47.5%","±1.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,723","±237","15.8%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","678","±151","3.9%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,055","±370","23.5%","±2.2"
