"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01344!!Estimate","ZCTA5 01344!!Margin of Error","ZCTA5 01344!!Percent","ZCTA5 01344!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","681","±72","681","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","347","±56","51.0%","±6.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","139","±38","20.4%","±5.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","57","±18","8.4%","±2.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","19","±12","2.8%","±1.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","102","±40","15.0%","±5.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±5.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","82","±37","12.0%","±5.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","37","±30","5.4%","±4.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","175","±34","25.7%","±4.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","16","±12","2.3%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","108","±26","15.9%","±3.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","63","±21","9.3%","±2.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","196","±39","28.8%","±5.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","231","±50","33.9%","±6.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.49","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.12","±0.27","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,697","±198","1,697","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","681","±72","40.1%","±3.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","322","±52","19.0%","±2.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","50","±18","2.9%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","508","±98","29.9%","±3.4"
