"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01852!!Estimate","ZCTA5 01852!!Margin of Error","ZCTA5 01852!!Percent","ZCTA5 01852!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","14,628","±624","14,628","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,444","±501","37.2%","±3.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,355","±306","16.1%","±2.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,205","±229","8.2%","±1.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","262","±116","1.8%","±0.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,240","±438","22.1%","±2.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","266","±131","1.8%","±0.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,325","±350","15.9%","±2.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","766","±214","5.2%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","4,739","±480","32.4%","±3.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","1,109","±287","7.6%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,561","±354","17.5%","±2.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,087","±240","7.4%","±1.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","4,369","±416","29.9%","±2.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,992","±287","27.3%","±1.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.46","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.19","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","36,011","±1,615","36,011","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","14,628","±624","40.6%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,387","±463","15.0%","±1.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,247","±224","3.5%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","10,781","±943","29.9%","±1.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","2,524","±398","7.0%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,444","±311","4.0%","±0.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","14,204","±804","14,204","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","5,947","±542","41.9%","±3.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,264","±604","44.1%","±3.5"
"        Separated","37,600","±1,670","1.3%","±0.1","223","±109","1.6%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","375","±153","2.6%","±1.1"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,395","±319","9.8%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","15,323","±765","15,323","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","5,686","±639","37.1%","±3.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,839","±535","38.1%","±3.2"
"        Separated","55,256","±1,859","1.8%","±0.1","307","±133","2.0%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,346","±194","8.8%","±1.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,145","±313","14.0%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","535","±285","535","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","349","±221","65.2%","±21.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","61","±38","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","58","±30","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±32","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","127","±66","(X)","(X)"
