"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02151!!Estimate","ZCTA5 02151!!Margin of Error","ZCTA5 02151!!Percent","ZCTA5 02151!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","21,663","±856","21,663","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","8,914","±635","41.1%","±3.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,746","±448","17.3%","±2.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","2,158","±426","10.0%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","728","±256","3.4%","±1.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","4,593","±592","21.2%","±2.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","283","±166","1.3%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,950","±499","13.6%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","943","±278","4.4%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","5,998","±723","27.7%","±3.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","841","±282","3.9%","±1.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","3,437","±610","15.9%","±2.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,789","±380","8.3%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","6,435","±438","29.7%","±2.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","6,368","±503","29.4%","±2.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.79","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.44","±0.13","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","60,487","±114","60,487","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","21,663","±856","35.8%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","8,809","±613","14.6%","±1.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","2,356","±517","3.9%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","15,238","±963","25.2%","±1.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","8,738","±1,334","14.4%","±2.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","3,683","±939","6.1%","±1.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","25,443","±915","25,443","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","10,108","±945","39.7%","±3.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","11,663","±722","45.8%","±3.0"
"        Separated","37,600","±1,670","1.3%","±0.1","588","±269","2.3%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","684","±260","2.7%","±1.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","2,400","±430","9.4%","±1.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","25,089","±941","25,089","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","8,825","±899","35.2%","±3.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","10,440","±715","41.6%","±3.0"
"        Separated","55,256","±1,859","1.8%","±0.1","696","±374","2.8%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","2,185","±429","8.7%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,943","±521","11.7%","±2.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","372","±117","372","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","42","±42","11.3%","±10.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","5","±5","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","25","±8","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±25","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","41","±15","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","16","±10","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1,992","±510","1,992","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","525","±355","26.4%","±14.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","201","±300","10.1%","±14.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","198","±177","9.9%","±8.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","37","±38","1.9%","±1.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","89","±124","4.5%","±6.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","525","±355","525","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","451","±335","85.9%","±16.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","173","±172","33.0%","±34.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","11,738","±1,033","11,738","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","692","±249","5.9%","±1.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","534","±241","4.5%","±1.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","4,646","±655","39.6%","±4.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,687","±485","22.9%","±3.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,179","±467","27.1%","±3.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","44,709","±915","44,709","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","4,343","±635","9.7%","±1.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,984","±589","6.7%","±1.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","17,039","±1,155","38.1%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","6,808","±694","15.2%","±1.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,570","±488","5.7%","±1.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","7,213","±1,050","16.1%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,752","±542","8.4%","±1.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","37,382","±1,154","83.6%","±1.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,965","±1,179","24.5%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","48,738","±825","48,738","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,597","±356","3.3%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","60,541","±123","60,541","(X)"
