"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02038!!Estimate","ZCTA5 02038!!Margin of Error","ZCTA5 02038!!Percent","ZCTA5 02038!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","12,118","±384","12,118","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","7,461","±405","61.6%","±4.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,476","±343","28.7%","±3.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","722","±341","6.0%","±2.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","89","±76","0.7%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,320","±314","10.9%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","64","±50","0.5%","±0.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,119","±277","9.2%","±2.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","205","±91","1.7%","±0.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,615","±415","21.6%","±3.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","607","±214","5.0%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,402","±236","11.6%","±1.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","815","±209","6.7%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","4,462","±369","36.8%","±3.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,021","±292","24.9%","±2.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.63","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.10","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","31,896","±271","31,896","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","12,118","±384","38.0%","±1.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","7,484","±464","23.5%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","745","±349","2.3%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","10,279","±481","32.2%","±1.5"
"        Other relatives","394,812","±8,541","5.9%","±0.1","927","±217","2.9%","±0.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","343","±145","1.1%","±0.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","13,217","±519","13,217","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,433","±608","33.5%","±3.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","7,887","±458","59.7%","±4.0"
"        Separated","37,600","±1,670","1.3%","±0.1","71","±73","0.5%","±0.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","116","±79","0.9%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","710","±178","5.4%","±1.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","14,346","±474","14,346","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,092","±506","28.5%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","7,661","±441","53.4%","±3.4"
"        Separated","55,256","±1,859","1.8%","±0.1","318","±140","2.2%","±1.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,094","±301","7.6%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,181","±279","8.2%","±1.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","259","±116","259","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","12","±17","4.6%","±7.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±4","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","33","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±23","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","51","±35","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","34","±18","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","441","±203","441","(X)"
