"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01501!!Estimate","ZCTA5 01501!!Margin of Error","ZCTA5 01501!!Percent","ZCTA5 01501!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,534","±236","6,534","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,026","±218","46.3%","±3.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,152","±161","17.6%","±2.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","589","±156","9.0%","±2.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","170","±100","2.6%","±1.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","918","±148","14.0%","±2.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","64","±34","1.0%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","766","±146","11.7%","±2.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","281","±96","4.3%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,001","±228","30.6%","±3.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","223","±102","3.4%","±1.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,133","±220","17.3%","±3.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","735","±159","11.2%","±2.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,949","±177","29.8%","±3.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,484","±197","38.0%","±2.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.53","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.15","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","16,533","±90","16,533","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,534","±236","39.5%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,072","±211","18.6%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","617","±169","3.7%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,879","±342","29.5%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,161","±311","7.0%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","270","±102","1.6%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,234","±244","6,234","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,888","±223","30.3%","±3.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,269","±205","52.4%","±3.3"
"        Separated","37,600","±1,670","1.3%","±0.1","52","±46","0.8%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","378","±114","6.1%","±1.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","647","±149","10.4%","±2.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,414","±240","7,414","(X)"
