"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02052!!Estimate","ZCTA5 02052!!Margin of Error","ZCTA5 02052!!Percent","ZCTA5 02052!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,373","±161","4,373","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,325","±143","76.0%","±3.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,818","±150","41.6%","±4.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","93","±57","2.1%","±1.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±21","0.0%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","298","±100","6.8%","±2.2"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","25","±28","0.6%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","231","±86","5.3%","±1.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","65","±48","1.5%","±1.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","657","±158","15.0%","±3.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","84","±51","1.9%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","443","±127","10.1%","±2.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","258","±94","5.9%","±2.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,971","±155","45.1%","±4.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,030","±134","23.6%","±2.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.91","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.28","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","12,733","±27","12,733","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","4,373","±161","34.3%","±1.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,330","±145","26.2%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","106","±66","0.8%","±0.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,717","±242","37.0%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","133","±87","1.0%","±0.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","74","±69","0.6%","±0.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,601","±209","4,601","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","992","±206","21.6%","±3.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,432","±155","74.6%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","3","±8","0.1%","±0.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","68","±53","1.5%","±1.1"
"        Divorced","227,113","±4,005","8.0%","±0.1","106","±63","2.3%","±1.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","5,066","±269","5,066","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,163","±227","23.0%","±3.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,312","±142","65.4%","±4.0"
"        Separated","55,256","±1,859","1.8%","±0.1","13","±17","0.3%","±0.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","268","±102","5.3%","±2.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","310","±96","6.1%","±1.8"
"FERTILITY","","","","","","","",""
