"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02134!!Estimate","ZCTA5 02134!!Margin of Error","ZCTA5 02134!!Percent","ZCTA5 02134!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,082","±475","8,082","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,515","±279","18.7%","±3.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","209","±87","2.6%","±1.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","911","±183","11.3%","±2.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","35","±53","0.4%","±0.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,813","±314","34.8%","±3.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","47","±37","0.6%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,401","±282","17.3%","±3.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","240","±88","3.0%","±1.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,843","±357","35.2%","±3.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","178","±134","2.2%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,240","±253","15.3%","±3.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","291","±127","3.6%","±1.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","610","±231","7.5%","±2.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","849","±139","10.5%","±1.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.27","±0.12","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.62","±0.17","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","18,318","±1,555","18,318","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","8,082","±475","44.1%","±2.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,453","±264","7.9%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","968","±205","5.3%","±1.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,434","±389","7.8%","±1.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","798","±440","4.4%","±2.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","5,583","±742","30.5%","±2.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","9,071","±901","9,071","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","6,695","±779","73.8%","±3.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,810","±342","20.0%","±3.2"
"        Separated","37,600","±1,670","1.3%","±0.1","289","±183","3.2%","±2.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","70","±54","0.8%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","207","±115","2.3%","±1.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,477","±740","8,477","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,052","±669","71.4%","±3.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,772","±270","20.9%","±3.0"
"        Separated","55,256","±1,859","1.8%","±0.1","17","±29","0.2%","±0.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","295","±143","3.5%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","341","±140","4.0%","±1.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","12","±21","12","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±95.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±7","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","2","±3","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±166","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","2","±3","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±42","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","104","±136","104","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","83","±133","79.8%","±48.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","83","±133","79.8%","±48.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±30.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±30.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±30.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","83","±133","83","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","83","±133","100.0%","±35.9"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","0.0%","±35.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,227","±681","6,227","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","47","±72","0.8%","±1.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","50","±59","0.8%","±1.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","577","±219","9.3%","±3.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","390","±148","6.3%","±2.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","5,163","±581","82.9%","±4.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
