"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01529!!Estimate","ZCTA5 01529!!Margin of Error","ZCTA5 01529!!Percent","ZCTA5 01529!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,275","±80","1,275","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","712","±108","55.8%","±8.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","232","±61","18.2%","±5.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","120","±59","9.4%","±4.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","33","±31","2.6%","±2.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","121","±60","9.5%","±4.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±3.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","107","±59","8.4%","±4.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","5","±8","0.4%","±0.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","322","±88","25.3%","±6.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","42","±30","3.3%","±2.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","201","±77","15.8%","±5.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","92","±45","7.2%","±3.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","323","±62","25.3%","±5.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","377","±115","29.6%","±8.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.48","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.02","±0.24","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,162","±44","3,162","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,275","±80","40.3%","±2.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","724","±111","22.9%","±3.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","125","±60","4.0%","±1.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","883","±127","27.9%","±4.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","92","±46","2.9%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","63","±40","2.0%","±1.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,266","±90","1,266","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","366","±75","28.9%","±5.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","773","±112","61.1%","±7.9"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±3.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","35","±41","2.8%","±3.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","92","±50","7.3%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,455","±99","1,455","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","378","±96","26.0%","±6.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","724","±112","49.8%","±8.0"
"        Separated","55,256","±1,859","1.8%","±0.1","8","±9","0.5%","±0.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","132","±55","9.1%","±3.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","213","±72","14.6%","±4.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","30","±19","30","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","19","±17","63.3%","±37.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","49","±49","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","42","±27","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±257","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","60","±65","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","47","±35","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","38","±28","38","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±53.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±53.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±53.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±53.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±53.4"
