"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01749!!Estimate","ZCTA5 01749!!Margin of Error","ZCTA5 01749!!Percent","ZCTA5 01749!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,035","±351","8,035","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,395","±311","54.7%","±4.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,738","±179","21.6%","±2.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","589","±159","7.3%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","40","±50","0.5%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","963","±208","12.0%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","11","±15","0.1%","±0.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","653","±175","8.1%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","222","±91","2.8%","±1.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,088","±372","26.0%","±4.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","290","±169","3.6%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,422","±264","17.7%","±2.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","887","±198","11.0%","±2.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,174","±202","27.1%","±2.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,873","±300","35.8%","±3.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.49","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.07","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","19,992","±31","19,992","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","8,035","±351","40.2%","±1.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,361","±321","21.8%","±1.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","664","±192","3.3%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,479","±442","27.4%","±2.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,101","±494","5.5%","±2.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","352","±175","1.8%","±0.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,858","±358","7,858","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,334","±327","29.7%","±3.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,708","±286","59.9%","±3.8"
"        Separated","37,600","±1,670","1.3%","±0.1","41","±50","0.5%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","263","±125","3.3%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","512","±161","6.5%","±2.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,954","±381","8,954","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,572","±369","28.7%","±3.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,584","±285","51.2%","±3.9"
"        Separated","55,256","±1,859","1.8%","±0.1","106","±68","1.2%","±0.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","817","±177","9.1%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","875","±241","9.8%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","289","±125","289","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","49","±58","17.0%","±18.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","22","±26","(X)","(X)"
