"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01003!!Estimate","ZCTA5 01003!!Margin of Error","ZCTA5 01003!!Percent","ZCTA5 01003!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","15","±13","15","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","15","±13","100.0%","±84.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","0","±21","0.0%","±84.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±21","0.0%","±84.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±21","0.0%","±84.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","0","±21","0.0%","±84.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±21","0.0%","±84.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","0","±21","0.0%","±84.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±21","0.0%","±84.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","0","±21","0.0%","±84.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±21","0.0%","±84.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","0","±21","0.0%","±84.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","0","±21","0.0%","±84.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","0","±21","0.0%","±84.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","5","±8","33.3%","±65.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.13","±0.32","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.13","±0.32","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","32","±27","32","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","15","±13","46.9%","±7.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","17","±14","53.1%","±7.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±21","0.0%","±58.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","0","±21","0.0%","±58.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","0","±21","0.0%","±58.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","0","±21","0.0%","±58.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,666","±449","6,666","(X)"
