"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01376!!Estimate","ZCTA5 01376!!Margin of Error","ZCTA5 01376!!Percent","ZCTA5 01376!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,312","±247","2,312","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","917","±141","39.7%","±5.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","315","±95","13.6%","±4.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","180","±87","7.8%","±3.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","105","±70","4.5%","±3.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","513","±141","22.2%","±5.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","8","±13","0.3%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","435","±125","18.8%","±4.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","140","±70","6.1%","±2.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","702","±185","30.4%","±6.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","53","±42","2.3%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","534","±170","23.1%","±6.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","253","±101","10.9%","±3.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","496","±102","21.5%","±4.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","785","±156","34.0%","±5.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.09","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.87","±0.19","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,842","±384","4,842","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,312","±247","47.7%","±3.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","953","±141","19.7%","±2.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","194","±97","4.0%","±1.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,211","±204","25.0%","±3.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","109","±58","2.3%","±1.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","63","±45","1.3%","±0.9"
