"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02072!!Estimate","ZCTA5 02072!!Margin of Error","ZCTA5 02072!!Percent","ZCTA5 02072!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,277","±459","11,277","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,907","±392","52.4%","±3.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,261","±264","20.0%","±2.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","799","±202","7.1%","±1.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","233","±110","2.1%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,651","±284","14.6%","±2.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","32","±40","0.3%","±0.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,222","±222","10.8%","±1.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","294","±114","2.6%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,920","±419","25.9%","±3.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","396","±165","3.5%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,675","±330","14.9%","±2.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","805","±213","7.1%","±1.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,651","±371","32.4%","±3.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","4,191","±420","37.2%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.55","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.07","±0.14","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","28,736","±75","28,736","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","11,277","±459","39.2%","±1.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,774","±344","20.1%","±1.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","878","±214","3.1%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,790","±549","27.1%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","2,533","±515","8.8%","±1.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","484","±243","1.7%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","11,569","±429","11,569","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,832","±424","33.1%","±3.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,534","±413","56.5%","±3.4"
"        Separated","37,600","±1,670","1.3%","±0.1","94","±72","0.8%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","241","±104","2.1%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","868","±184","7.5%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","13,258","±503","13,258","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,150","±522","31.3%","±3.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,176","±376","46.6%","±3.5"
"        Separated","55,256","±1,859","1.8%","±0.1","115","±83","0.9%","±0.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,228","±227","9.3%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,589","±306","12.0%","±2.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","286","±125","286","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","68","±45","23.8%","±15.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","18","±12","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","42","±19","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","27","±34","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","63","±38","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±18","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1,451","±565","1,451","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","403","±170","27.8%","±14.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","102","±98","7.0%","±7.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","104","±99","7.2%","±6.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","55","±62","3.8%","±4.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","142","±83","9.8%","±7.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","403","±170","403","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","262","±128","65.0%","±11.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","310","±154","76.9%","±17.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,440","±565","6,440","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","293","±133","4.5%","±2.0"
