"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01151!!Estimate","ZCTA5 01151!!Margin of Error","ZCTA5 01151!!Percent","ZCTA5 01151!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,664","±299","3,664","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,063","±213","29.0%","±5.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","305","±136","8.3%","±3.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","467","±167","12.7%","±4.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","245","±140","6.7%","±3.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","624","±160","17.0%","±4.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","118","±98","3.2%","±2.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","438","±137","12.0%","±3.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","129","±70","3.5%","±1.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,510","±223","41.2%","±5.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","425","±117","11.6%","±3.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","496","±114","13.5%","±3.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","233","±86","6.4%","±2.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,364","±234","37.2%","±6.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,107","±253","30.2%","±5.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.63","±0.18","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.13","±0.25","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","9,628","±852","9,628","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,664","±299","38.1%","±2.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,071","±185","11.1%","±1.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","443","±142","4.6%","±1.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,079","±483","32.0%","±4.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,181","±402","12.3%","±3.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","190","±79","2.0%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,417","±367","3,417","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,941","±361","56.8%","±6.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,074","±173","31.4%","±5.2"
"        Separated","37,600","±1,670","1.3%","±0.1","25","±38","0.7%","±1.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","84","±58","2.5%","±1.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","293","±108","8.6%","±3.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","4,320","±575","4,320","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,085","±396","48.3%","±5.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,221","±263","28.3%","±4.7"
