"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01050!!Estimate","ZCTA5 01050!!Margin of Error","ZCTA5 01050!!Percent","ZCTA5 01050!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,072","±117","1,072","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","545","±89","50.8%","±6.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","187","±80","17.4%","±6.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","117","±60","10.9%","±5.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","35","±33","3.3%","±3.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","185","±68","17.3%","±5.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±3.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","147","±51","13.7%","±4.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","40","±22","3.7%","±2.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","225","±60","21.0%","±5.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","36","±23","3.4%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","119","±47","11.1%","±4.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","93","±43","8.7%","±4.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","296","±87","27.6%","±6.6"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","337","±68","31.4%","±5.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.42","±0.18","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.85","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","2,591","±308","2,591","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,072","±117","41.4%","±3.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","575","±99","22.2%","±3.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","109","±58","4.2%","±2.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","667","±141","25.7%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","89","±60","3.4%","±2.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","79","±42","3.0%","±1.6"
"MARITAL STATUS","","","","","","","",""
