"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01543!!Estimate","ZCTA5 01543!!Margin of Error","ZCTA5 01543!!Percent","ZCTA5 01543!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,052","±229","3,052","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,090","±169","68.5%","±7.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,082","±188","35.5%","±7.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","174","±96","5.7%","±3.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","43","±43","1.4%","±1.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","458","±184","15.0%","±5.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±19","0.0%","±1.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","394","±168","12.9%","±5.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","115","±89","3.8%","±2.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","330","±150","10.8%","±4.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","33","±33","1.1%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","219","±119","7.2%","±3.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","97","±48","3.2%","±1.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,158","±178","37.9%","±7.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","679","±173","22.2%","±5.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.94","±0.22","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.50","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","8,962","±29","8,962","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,052","±229","34.1%","±2.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,148","±198","24.0%","±2.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","172","±97","1.9%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,258","±284","36.4%","±3.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","283","±186","3.2%","±2.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","49","±46","0.5%","±0.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,977","±289","3,977","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,321","±282","33.2%","±5.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,197","±203","55.2%","±6.3"
"        Separated","37,600","±1,670","1.3%","±0.1","14","±25","0.4%","±0.6"
