"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01545!!Estimate","ZCTA5 01545!!Margin of Error","ZCTA5 01545!!Percent","ZCTA5 01545!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,808","±458","13,808","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","8,513","±385","61.7%","±3.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","4,376","±352","31.7%","±3.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","624","±193","4.5%","±1.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","89","±66","0.6%","±0.5"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,667","±368","12.1%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","119","±75","0.9%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,212","±312","8.8%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","302","±172","2.2%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,004","±394","21.8%","±2.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","585","±158","4.2%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,697","±302","12.3%","±2.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","918","±222","6.6%","±1.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","5,447","±328","39.4%","±3.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,978","±357","28.8%","±2.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.76","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.27","±0.10","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","38,155","±101","38,155","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","13,808","±458","36.2%","±1.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","8,625","±357","22.6%","±0.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","646","±210","1.7%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","12,622","±544","33.1%","±1.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,964","±373","5.1%","±1.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","490","±237","1.3%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","14,400","±545","14,400","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,726","±542","25.9%","±3.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","9,245","±379","64.2%","±3.0"
"        Separated","37,600","±1,670","1.3%","±0.1","265","±222","1.8%","±1.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","265","±115","1.8%","±0.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","899","±266","6.2%","±1.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","16,182","±605","16,182","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,021","±587","24.8%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","9,114","±423","56.3%","±3.4"
"        Separated","55,256","±1,859","1.8%","±0.1","91","±80","0.6%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,139","±244","7.0%","±1.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,817","±364","11.2%","±2.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","441","±140","441","(X)"
