"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01581!!Estimate","ZCTA5 01581!!Margin of Error","ZCTA5 01581!!Percent","ZCTA5 01581!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,980","±293","7,980","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,968","±247","62.3%","±3.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,600","±239","32.6%","±3.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","363","±117","4.5%","±1.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","113","±70","1.4%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,125","±262","14.1%","±3.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","21","±24","0.3%","±0.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","874","±236","11.0%","±2.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","183","±103","2.3%","±1.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,524","±263","19.1%","±3.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","206","±107","2.6%","±1.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,040","±212","13.0%","±2.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","406","±136","5.1%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,057","±216","38.3%","±3.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,980","±253","24.8%","±2.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.60","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.14","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","20,764","±99","20,764","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,980","±293","38.4%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,893","±269","23.6%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","351","±111","1.7%","±0.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","6,507","±413","31.3%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","626","±193","3.0%","±0.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","407","±221","2.0%","±1.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","8,449","±391","8,449","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,335","±351","27.6%","±3.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","5,272","±248","62.4%","±3.6"
