"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01720!!Estimate","ZCTA5 01720!!Margin of Error","ZCTA5 01720!!Percent","ZCTA5 01720!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,678","±350","8,678","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,541","±390","63.9%","±3.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,902","±260","33.4%","±3.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","301","±109","3.5%","±1.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","103","±94","1.2%","±1.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","993","±194","11.4%","±2.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","83","±72","1.0%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","772","±191","8.9%","±2.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","189","±133","2.2%","±1.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,843","±315","21.2%","±3.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","361","±215","4.2%","±2.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,146","±251","13.2%","±2.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","648","±210","7.5%","±2.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,494","±222","40.3%","±3.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,544","±295","29.3%","±2.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.65","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.14","±0.10","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","22,963","±328","22,963","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","8,678","±350","37.8%","±1.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,518","±380","24.0%","±1.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","311","±111","1.4%","±0.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,500","±466","32.7%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","728","±301","3.2%","±1.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","228","±92","1.0%","±0.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","8,687","±563","8,687","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,125","±296","24.5%","±2.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","5,946","±405","68.4%","±2.8"
"        Separated","37,600","±1,670","1.3%","±0.1","25","±32","0.3%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","117","±60","1.3%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","474","±169","5.5%","±1.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","9,986","±471","9,986","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,614","±478","26.2%","±4.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,788","±361","58.0%","±5.1"
"        Separated","55,256","±1,859","1.8%","±0.1","28","±27","0.3%","±0.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","755","±269","7.6%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","801","±238","8.0%","±2.3"
"FERTILITY","","","","","","","",""
