"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01747!!Estimate","ZCTA5 01747!!Margin of Error","ZCTA5 01747!!Percent","ZCTA5 01747!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,116","±245","2,116","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,228","±149","58.0%","±8.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","618","±126","29.2%","±7.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","180","±122","8.5%","±5.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","91","±98","4.3%","±4.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","226","±142","10.7%","±6.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","52","±42","2.5%","±1.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","154","±128","7.3%","±5.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","109","±114","5.2%","±5.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","482","±156","22.8%","±5.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","14","±25","0.7%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","331","±134","15.6%","±5.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","208","±104","9.8%","±4.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","832","±89","39.3%","±6.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","739","±189","34.9%","±5.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.81","±0.32","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.33","±0.39","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","5,938","±43","5,938","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,116","±245","35.6%","±4.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,240","±137","20.9%","±2.4"
