"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02190!!Estimate","ZCTA5 02190!!Margin of Error","ZCTA5 02190!!Percent","ZCTA5 02190!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,677","±447","7,677","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,741","±425","48.7%","±5.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,360","±184","17.7%","±2.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","606","±211","7.9%","±2.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","60","±71","0.8%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,412","±382","18.4%","±4.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","141","±174","1.8%","±2.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","939","±304","12.2%","±3.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","181","±163","2.4%","±2.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,918","±371","25.0%","±4.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","243","±145","3.2%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,312","±375","17.1%","±4.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","555","±160","7.2%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,943","±319","25.3%","±4.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,437","±319","31.7%","±3.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.33","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.92","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","17,907","±978","17,907","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,677","±447","42.9%","±2.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,720","±413","20.8%","±2.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","614","±215","3.4%","±1.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,729","±683","26.4%","±3.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","787","±303","4.4%","±1.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","380","±211","2.1%","±1.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,230","±524","7,230","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,213","±414","30.6%","±5.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,957","±443","54.7%","±5.2"
"        Separated","37,600","±1,670","1.3%","±0.1","185","±114","2.6%","±1.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","216","±171","3.0%","±2.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","659","±247","9.1%","±3.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,885","±555","7,885","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,214","±378","28.1%","±4.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,113","±485","52.2%","±4.8"
"        Separated","55,256","±1,859","1.8%","±0.1","73","±73","0.9%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","507","±127","6.4%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","978","±249","12.4%","±3.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","286","±117","286","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","72","±72","25.2%","±23.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","37","±35","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","74","±30","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±92","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","127","±67","(X)","(X)"
