"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01833!!Estimate","ZCTA5 01833!!Margin of Error","ZCTA5 01833!!Percent","ZCTA5 01833!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,185","±202","3,185","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,991","±162","62.5%","±5.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","870","±120","27.3%","±4.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","236","±114","7.4%","±3.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","71","±50","2.2%","±1.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","363","±126","11.4%","±3.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±19","0.0%","±1.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","298","±113","9.4%","±3.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","62","±39","1.9%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","595","±180","18.7%","±5.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","109","±47","3.4%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","398","±170","12.5%","±4.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","278","±157","8.7%","±4.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,092","±128","34.3%","±5.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,028","±199","32.3%","±5.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.62","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.10","±0.19","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","8,356","±55","8,356","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,185","±202","38.1%","±2.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,990","±151","23.8%","±1.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","237","±113","2.8%","±1.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,609","±289","31.2%","±3.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","270","±134","3.2%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","65","±47","0.8%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,208","±250","3,208","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","803","±164","25.0%","±4.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,076","±167","64.7%","±4.4"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±19","0.0%","±1.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","65","±41","2.0%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","264","±114","8.2%","±3.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,645","±208","3,645","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","941","±209","25.8%","±5.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,089","±160","57.3%","±5.7"
"        Separated","55,256","±1,859","1.8%","±0.1","23","±22","0.6%","±0.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","192","±79","5.3%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","400","±162","11.0%","±4.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","69","±38","69","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±39.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±41","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","37","±21","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±119","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","29","±37","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","58","±40","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","189","±120","189","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","29","±26","15.3%","±16.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±19.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","7","±11","3.7%","±6.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±19.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","22","±23","11.6%","±14.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","29","±26","29","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","22","±23","75.9%","±37.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","0.0%","±61.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,155","±307","2,155","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","168","±109","7.8%","±4.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","137","±68","6.4%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","950","±211","44.1%","±5.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","522","±131","24.2%","±5.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","378","±128","17.5%","±6.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,900","±278","5,900","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","36","±38","0.6%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","90","±59","1.5%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,004","±213","17.0%","±3.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,123","±190","19.0%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","401","±116","6.8%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,021","±237","34.3%","±3.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,225","±203","20.8%","±3.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,774","±282","97.9%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,246","±223","55.0%","±3.7"
