"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02025!!Estimate","ZCTA5 02025!!Margin of Error","ZCTA5 02025!!Percent","ZCTA5 02025!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,146","±206","3,146","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,984","±197","63.1%","±6.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","956","±148","30.4%","±5.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","166","±119","5.3%","±3.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","89","±94","2.8%","±3.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","352","±161","11.2%","±4.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","51","±56","1.6%","±1.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","280","±136","8.9%","±4.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","187","±103","5.9%","±3.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","644","±187","20.5%","±5.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","32","±38","1.0%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","574","±172","18.2%","±4.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","377","±144","12.0%","±4.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,150","±131","36.6%","±5.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,014","±185","32.2%","±5.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.61","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.18","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","8,223","±35","8,223","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,146","±206","38.3%","±2.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,034","±206","24.7%","±2.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","164","±113","2.0%","±1.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,690","±323","32.7%","±3.9"
