"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01535!!Estimate","ZCTA5 01535!!Margin of Error","ZCTA5 01535!!Percent","ZCTA5 01535!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,883","±119","1,883","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","993","±144","52.7%","±8.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","333","±73","17.7%","±4.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","203","±97","10.8%","±5.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","30","±38","1.6%","±2.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","204","±91","10.8%","±4.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","10","±15","0.5%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","179","±91","9.5%","±4.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","112","±68","5.9%","±3.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","483","±180","25.7%","±9.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","23","±18","1.2%","±1.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","277","±120","14.7%","±5.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","109","±52","5.8%","±2.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","438","±84","23.3%","±5.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","700","±131","37.2%","±6.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.52","±0.16","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.08","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,746","±26","4,746","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,883","±119","39.7%","±2.5"
