"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02047!!Estimate","ZCTA5 02047!!Margin of Error","ZCTA5 02047!!Percent","ZCTA5 02047!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","89","±62","89","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","35","±42","39.3%","±34.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","0","±13","0.0%","±34.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±13","0.0%","±34.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±34.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","17","±28","19.1%","±30.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±34.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","17","±28","19.1%","±30.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","17","±28","19.1%","±30.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","37","±42","41.6%","±39.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±34.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","15","±24","16.9%","±28.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","0","±13","0.0%","±34.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","22","±35","24.7%","±34.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","39","±45","43.8%","±40.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.10","±0.89","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.21","±0.44","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","187","±168","187","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","89","±62","47.6%","±21.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","34","±41","18.2%","±21.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±13","0.0%","±19.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","0","±13","0.0%","±19.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","35","±60","18.7%","±21.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","29","±48","15.5%","±17.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","87","±80","87","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","0","±13","0.0%","±34.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","35","±42","40.2%","±44.7"
"        Separated","37,600","±1,670","1.3%","±0.1","35","±60","40.2%","±49.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","0","±13","0.0%","±34.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","17","±28","19.5%","±31.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","71","±58","71","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","15","±24","21.1%","±33.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","34","±40","47.9%","±43.8"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±39.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","22","±35","31.0%","±42.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","0","±13","0.0%","±39.0"
"FERTILITY","","","","","","","",""
