Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,23123,1316,23123,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,18735,1110,81.0,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,18697,1106,80.9,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18198,1147,78.7,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,499,145,2.2,0.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,38,50,0.2,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4388,651,19.0,2.4
Estimate Employment Status Civilian Labor Force,18697,1106,18697,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.7,0.8
Estimate Employment Status Females 16 Years And Over,11747,971,11747,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9232,850,78.6,2.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9232,850,78.6,2.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,9048,855,77.0,2.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,1243,269,1243,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,901,229,72.5,11.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1069,268,1069,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,713,165,66.7,17.9
Estimate Commuting To Work Workers 16 Years And Over,18130,1143,18130,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",5413,600,29.9,2.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",734,218,4.0,1.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),6159,593,34.0,2.7
Estimate Commuting To Work Workers 16 Years And Over Walked,1397,329,7.7,1.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,1129,275,6.2,1.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3298,576,18.2,2.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),33.7,1.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18198,1147,18198,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",13967,997,76.8,2.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1197,362,6.6,1.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2186,374,12.0,1.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",229,89,1.3,0.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",619,218,3.4,1.2
Estimate Industry Civilian Employed Population 16 Years And Over,18198,1147,18198,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",11,17,0.1,0.1
Estimate Industry Civilian Employed Population 16 Years And Over Construction,329,145,1.8,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1740,353,9.6,1.9
