Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2982,490,2982,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1925,432,64.6,7.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1925,432,64.6,7.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1802,392,60.4,7.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,123,94,4.1,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1057,247,35.4,7.6
Estimate Employment Status Civilian Labor Force,1925,432,1925,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.4,4.5
Estimate Employment Status Females 16 Years And Over,1406,236,1406,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,918,208,65.3,8.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,918,208,65.3,8.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,907,209,64.5,8.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,168,94,168,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,116,86,69.0,31.4
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,359,177,359,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,297,172,82.7,21.3
Estimate Commuting To Work Workers 16 Years And Over,1798,393,1798,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1154,287,64.2,10.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",234,125,13.0,5.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),11,18,0.6,1.0
Estimate Commuting To Work Workers 16 Years And Over Walked,112,103,6.2,5.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,11,20,0.6,1.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,276,125,15.4,6.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),26.2,4.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1802,392,1802,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",652,171,36.2,7.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,482,184,26.7,7.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,288,124,16.0,6.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",342,155,19.0,6.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",38,37,2.1,2.0
Estimate Industry Civilian Employed Population 16 Years And Over,1802,392,1802,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,2.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,222,109,12.3,5.3
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,35,31,1.9,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,23,28,1.3,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,149,110,8.3,5.8
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",124,76,6.9,4.3
Estimate Industry Civilian Employed Population 16 Years And Over Information,10,16,0.6,0.9
