Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,13523,431,13523,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,9909,383,73.3,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,9909,383,73.3,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,9386,412,69.4,3.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,523,265,3.9,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,3614,362,26.7,2.3
Estimate Employment Status Civilian Labor Force,9909,383,9909,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.3,2.6
Estimate Employment Status Females 16 Years And Over,6887,397,6887,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,4733,319,68.7,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,4733,319,68.7,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4449,343,64.6,4.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,1379,464,1379,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1146,444,83.1,12.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2567,400,2567,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2096,416,81.7,8.6
Estimate Commuting To Work Workers 16 Years And Over,9174,434,9174,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",7061,486,77.0,3.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",423,152,4.6,1.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),753,293,8.2,3.1
Estimate Commuting To Work Workers 16 Years And Over Walked,28,32,0.3,0.3
