Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2151,495,2151,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1296,380,60.3,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1296,380,60.3,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1275,378,59.3,8.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,21,33,1.0,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.8
Estimate Employment Status Population 16 Years And Over Not In Labor Force,855,244,39.7,8.6
Estimate Employment Status Civilian Labor Force,1296,380,1296,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.6,2.6
Estimate Employment Status Females 16 Years And Over,960,217,960,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,485,159,50.5,11.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,485,159,50.5,11.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,485,159,50.5,11.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,53,59,53,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,53,59,100.0,45.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,365,143,365,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,237,124,64.9,22.6
Estimate Commuting To Work Workers 16 Years And Over,1250,367,1250,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1026,270,82.1,11.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",22,25,1.8,2.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),20,32,1.6,2.5
Estimate Commuting To Work Workers 16 Years And Over Walked,26,38,2.1,3.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,3.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,156,166,12.5,11.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),24.9,3.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1275,378,1275,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",414,154,32.5,13.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,218,101,17.1,8.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,449,319,35.2,19.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",66,61,5.2,4.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",128,87,10.0,6.2
Estimate Industry Civilian Employed Population 16 Years And Over,1275,378,1275,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Construction,20,33,1.6,2.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,130,92,10.2,7.2
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,40,46,3.1,3.3
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,145,83,11.4,5.9
