Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,27345,1011,27345,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,18926,868,69.2,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,18926,868,69.2,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18166,831,66.4,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,760,201,2.8,0.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,28,0.0,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,8419,806,30.8,2.5
Estimate Employment Status Civilian Labor Force,18926,868,18926,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.0,1.0
Estimate Employment Status Females 16 Years And Over,13759,684,13759,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,8682,598,63.1,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,8682,598,63.1,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,8364,575,60.8,3.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,2416,728,2416,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1764,672,73.0,11.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3951,535,3951,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3089,538,78.2,8.2
Estimate Commuting To Work Workers 16 Years And Over,17970,819,17970,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",13173,898,73.3,3.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",786,274,4.4,1.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),511,199,2.8,1.1
Estimate Commuting To Work Workers 16 Years And Over Walked,271,159,1.5,0.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,291,170,1.6,0.9
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2938,608,16.3,3.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),30.4,1.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18166,831,18166,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",10749,775,59.2,3.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2321,508,12.8,2.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3596,466,19.8,2.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",681,213,3.7,1.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",819,232,4.5,1.3
Estimate Industry Civilian Employed Population 16 Years And Over,18166,831,18166,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",36,31,0.2,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,646,199,3.6,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1761,348,9.7,1.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,349,154,1.9,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1659,334,9.1,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",486,163,2.7,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Information,593,205,3.3,1.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1245,260,6.9,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3397,450,18.7,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",5065,679,27.9,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1351,363,7.4,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",696,212,3.8,1.1
