Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,570,70,570,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,350,56,61.4,7.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,343,58,60.2,8.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,328,53,57.5,7.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,15,12,2.6,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,7,9,1.2,1.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,220,55,38.6,7.7
Estimate Employment Status Civilian Labor Force,343,58,343,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.4,3.3
Estimate Employment Status Females 16 Years And Over,274,45,274,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,155,32,56.6,10.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,148,32,54.0,10.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,142,31,51.8,10.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,20,14,20,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,20,14,100.0,73.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,116,82,116,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,67,27,57.8,43.0
Estimate Commuting To Work Workers 16 Years And Over,325,52,325,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",296,51,91.1,3.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",15,10,4.6,3.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,11.6
Estimate Commuting To Work Workers 16 Years And Over Walked,7,5,2.2,1.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,3,4,0.9,1.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,4,4,1.2,1.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),36.3,5.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,328,53,328,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",122,34,37.2,6.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,42,21,12.8,5.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,69,22,21.0,6.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",52,18,15.9,5.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",43,15,13.1,4.4
Estimate Industry Civilian Employed Population 16 Years And Over,328,53,328,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",3,4,0.9,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,41,17,12.5,4.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,29,15,8.8,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,10,9,3.0,2.9
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,50,18,15.2,5.6
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",20,11,6.1,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,2,3,0.6,1.0
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",4,4,1.2,1.3
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",7,6,2.1,1.7
