Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,5564,240,5564,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,3488,348,62.7,5.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,3488,348,62.7,5.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,3436,360,61.8,6.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,52,57,0.9,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,19,0.0,0.7
Estimate Employment Status Population 16 Years And Over Not In Labor Force,2076,350,37.3,5.9
Estimate Employment Status Civilian Labor Force,3488,348,3488,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.5,1.7
Estimate Employment Status Females 16 Years And Over,2752,235,2752,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1534,251,55.7,8.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1534,251,55.7,8.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1527,254,55.5,8.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,232,116,232,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,146,107,62.9,33.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,797,230,797,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,576,295,72.3,22.0
Estimate Commuting To Work Workers 16 Years And Over,3374,358,3374,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2457,420,72.8,9.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",189,109,5.6,3.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),38,70,1.1,2.1
Estimate Commuting To Work Workers 16 Years And Over Walked,16,25,0.5,0.7
