Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,3957,451,3957,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,2810,392,71.0,4.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,2810,392,71.0,4.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,2739,392,69.2,4.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,71,51,1.8,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.0
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1147,209,29.0,4.7
Estimate Employment Status Civilian Labor Force,2810,392,2810,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.5,1.8
Estimate Employment Status Females 16 Years And Over,2012,310,2012,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1228,233,61.0,6.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1228,233,61.0,6.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1190,234,59.1,7.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,184,149,184,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,107,135,58.2,38.4
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,42,37,42,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,42,37,100.0,50.8
Estimate Commuting To Work Workers 16 Years And Over,2703,392,2703,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",373,127,13.8,4.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",36,31,1.3,1.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),419,142,15.5,4.6
Estimate Commuting To Work Workers 16 Years And Over Walked,1184,275,43.8,7.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,84,48,3.1,1.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,607,211,22.5,7.1
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),20.8,2.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,2739,392,2739,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",2349,343,85.8,5.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,123,86,4.5,3.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,219,134,8.0,4.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",0,13,0.0,1.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",48,51,1.8,1.8
Estimate Industry Civilian Employed Population 16 Years And Over,2739,392,2739,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",10,15,0.4,0.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,39,46,1.4,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,313,114,11.4,4.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,11,17,0.4,0.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,63,52,2.3,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",89,57,3.2,2.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,115,64,4.2,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",88,60,3.2,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",865,211,31.6,6.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",1027,278,37.5,6.8
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",84,55,3.1,2.1
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",0,13,0.0,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,35,44,1.3,1.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,2739,392,2739,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,2457,339,89.7,3.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,190,110,6.9,3.6
