Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2982,621,2982,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1615,499,54.2,8.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1615,499,54.2,8.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1543,497,51.7,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,72,65,2.4,2.2
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1367,288,45.8,8.4
Estimate Employment Status Civilian Labor Force,1615,499,1615,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.5,4.1
Estimate Employment Status Females 16 Years And Over,1529,434,1529,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,745,320,48.7,9.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,745,320,48.7,9.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,739,321,48.3,10.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,23,23,23,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,0,13,0.0,68.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,193,94,193,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,171,90,88.6,11.0
Estimate Commuting To Work Workers 16 Years And Over,1365,301,1365,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",921,202,67.5,12.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",42,45,3.1,3.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,2.9
Estimate Commuting To Work Workers 16 Years And Over Walked,9,11,0.7,0.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,64,58,4.7,4.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,329,218,24.1,13.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),26.6,6.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1543,497,1543,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",645,193,41.8,7.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,426,328,27.6,14.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,221,88,14.3,7.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",146,83,9.5,5.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",105,70,6.8,4.6
Estimate Industry Civilian Employed Population 16 Years And Over,1543,497,1543,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,2.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,83,75,5.4,5.0
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,56,43,3.6,2.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,86,55,5.6,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,149,117,9.7,7.9
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",9,14,0.6,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Information,14,23,0.9,1.6
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",168,156,10.9,7.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",124,77,8.0,5.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",363,110,23.5,9.1
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",105,68,6.8,5.0
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",291,315,18.9,16.2
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,95,66,6.2,4.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,1543,497,1543,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,1141,402,73.9,6.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,213,94,13.8,7.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,189,114,12.2,4.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,13,0.0,2.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,1447,205,1447,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",45,46,3.1,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",26,22,1.8,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",98,56,6.8,3.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",61,43,4.2,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",61,33,4.2,2.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",178,76,12.3,5.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",254,149,17.6,9.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",303,97,20.9,6.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",257,94,17.8,5.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",164,59,11.3,3.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),100063,12285,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),117638,11651,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,886,180,61.2,7.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),105724,14701,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,799,157,55.2,6.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),21725,4100,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,659,146,45.5,7.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),47956,13777,(X),(X)
