Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,29269,445,29269,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,21105,662,72.1,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,21065,662,72.0,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,20364,624,69.6,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,701,216,2.4,0.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,40,29,0.1,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,8164,637,27.9,2.1
Estimate Employment Status Civilian Labor Force,21065,662,21065,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.3,1.0
Estimate Employment Status Females 16 Years And Over,15431,419,15431,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,10552,557,68.4,3.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,10536,552,68.3,3.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,10301,581,66.8,3.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,2554,380,2554,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1763,330,69.0,11.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,5268,469,5268,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,4366,521,82.9,4.9
Estimate Commuting To Work Workers 16 Years And Over,20021,626,20021,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",13266,746,66.3,3.5
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1046,262,5.2,1.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),1645,386,8.2,1.8
Estimate Commuting To Work Workers 16 Years And Over Walked,303,234,1.5,1.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,235,105,1.2,0.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3526,483,17.6,2.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),32.4,1.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,20364,624,20364,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",13221,648,64.9,2.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2405,378,11.8,1.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3242,457,15.9,2.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",715,199,3.5,1.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",781,254,3.8,1.2
Estimate Industry Civilian Employed Population 16 Years And Over,20364,624,20364,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",77,61,0.4,0.3
