Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,13436,260,13436,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,8755,408,65.2,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,8755,408,65.2,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,8336,416,62.0,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,419,156,3.1,1.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4681,367,34.8,2.7
Estimate Employment Status Civilian Labor Force,8755,408,8755,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.8,1.8
Estimate Employment Status Females 16 Years And Over,7349,237,7349,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,4605,317,62.7,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,4605,317,62.7,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4356,320,59.3,4.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,949,217,949,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,789,196,83.1,8.3
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2472,289,2472,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2262,303,91.5,3.8
Estimate Commuting To Work Workers 16 Years And Over,8138,411,8138,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",6766,418,83.1,3.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",407,130,5.0,1.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),112,73,1.4,0.9
Estimate Commuting To Work Workers 16 Years And Over Walked,108,62,1.3,0.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,54,41,0.7,0.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,691,154,8.5,1.8
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),27.7,1.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,8336,416,8336,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4257,414,51.1,4.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1017,205,12.2,2.4
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1707,262,20.5,2.8
