Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,14494,281,14494,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,10657,388,73.5,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,10657,388,73.5,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,10236,396,70.6,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,421,194,2.9,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,3837,363,26.5,2.4
Estimate Employment Status Civilian Labor Force,10657,388,10657,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.0,1.8
Estimate Employment Status Females 16 Years And Over,7612,343,7612,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5255,336,69.0,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5255,336,69.0,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5128,333,67.4,3.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,771,198,771,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,567,174,73.5,12.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2431,252,2431,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2045,258,84.1,6.2
Estimate Commuting To Work Workers 16 Years And Over,9901,482,9901,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",7752,530,78.3,3.2
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",675,234,6.8,2.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),160,90,1.6,0.9
Estimate Commuting To Work Workers 16 Years And Over Walked,194,90,2.0,0.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,107,64,1.1,0.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1013,189,10.2,1.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.2,2.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,10236,396,10236,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4603,446,45.0,4.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1481,284,14.5,2.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2255,372,22.0,3.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",873,249,8.5,2.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1024,329,10.0,3.1
Estimate Industry Civilian Employed Population 16 Years And Over,10236,396,10236,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",154,148,1.5,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,603,164,5.9,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1495,384,14.6,3.6
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,250,93,2.4,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1038,271,10.1,2.6
