Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,375,72,375,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,243,60,64.8,10.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,243,60,64.8,10.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,243,60,64.8,10.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,13,0.0,10.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,10.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,132,47,35.2,10.5
Estimate Employment Status Civilian Labor Force,243,60,243,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,15.1
Estimate Employment Status Females 16 Years And Over,210,54,210,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,135,42,64.3,14.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,135,42,64.3,14.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,135,42,64.3,14.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,16,21,16,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,16,21,100.0,82.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,46,35,46,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,46,35,100.0,48.5
Estimate Commuting To Work Workers 16 Years And Over,240,60,240,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",203,54,84.6,7.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",9,12,3.8,5.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,15.3
Estimate Commuting To Work Workers 16 Years And Over Walked,2,3,0.8,1.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,15.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,26,20,10.8,7.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.8,4.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,243,60,243,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",123,38,50.6,9.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,31,21,12.8,8.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,21,13,8.6,5.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",48,24,19.8,7.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",20,17,8.2,6.8
Estimate Industry Civilian Employed Population 16 Years And Over,243,60,243,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",11,14,4.5,5.7
Estimate Industry Civilian Employed Population 16 Years And Over Construction,40,21,16.5,7.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,23,18,9.5,6.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,13,0.0,15.1
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,16,11,6.6,4.5
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",0,13,0.0,15.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,13,0.0,15.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",0,13,0.0,15.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",34,21,14.0,8.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",91,31,37.4,8.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",22,14,9.1,5.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",0,13,0.0,15.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,6,6,2.5,2.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,243,60,243,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,169,46,69.5,9.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,26,17,10.7,6.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,48,24,19.8,8.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,13,0.0,15.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,198,39,198,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",4,6,2.0,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",9,12,4.5,6.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",4,6,2.0,2.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",35,22,17.7,9.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",22,18,11.1,8.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",16,10,8.1,5.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",36,23,18.2,10.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",51,22,25.8,11.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",5,6,2.5,2.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",16,11,8.1,5.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),83750,27923,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),89001,16587,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,151,34,76.3,11.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),84213,12710,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,79,27,39.9,11.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),25233,3966,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,57,24,28.8,10.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),30221,20436,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,2,3,1.0,1.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),-999999999,-999999999,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,3,4,1.5,2.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),-999999999,-999999999,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,15,14,7.6,6.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,114,30,114,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",4,6,3.5,4.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $10,000 To $14,999",0,13,0.0,28.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $15,000 To $24,999",0,13,0.0,28.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $25,000 To $34,999",7,7,6.1,6.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $35,000 To $49,999",10,8,8.8,7.4
