Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,5723,550,5723,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,3154,371,55.1,5.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,3154,371,55.1,5.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,3055,382,53.4,5.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,99,65,1.7,1.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,19,0.0,0.7
Estimate Employment Status Population 16 Years And Over Not In Labor Force,2569,416,44.9,5.0
Estimate Employment Status Civilian Labor Force,3154,371,3154,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.1,2.1
Estimate Employment Status Females 16 Years And Over,3015,313,3015,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1601,240,53.1,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1601,240,53.1,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1537,250,51.0,6.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,354,194,354,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,314,191,88.7,14.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,450,144,450,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,422,135,93.8,9.2
Estimate Commuting To Work Workers 16 Years And Over,2998,383,2998,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2347,384,78.3,6.2
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",344,130,11.5,4.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),26,49,0.9,1.6
Estimate Commuting To Work Workers 16 Years And Over Walked,26,30,0.9,1.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,20,25,0.7,0.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,235,96,7.8,3.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),22.3,2.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,3055,382,3055,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1343,232,44.0,5.2
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,569,179,18.6,5.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,591,129,19.3,3.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",235,109,7.7,3.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",317,110,10.4,3.2
Estimate Industry Civilian Employed Population 16 Years And Over,3055,382,3055,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",6,9,0.2,0.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,238,120,7.8,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,159,107,5.2,3.4
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,79,67,2.6,2.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,461,149,15.1,4.5
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",130,74,4.3,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Information,68,57,2.2,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",243,96,8.0,2.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",287,122,9.4,3.6
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",784,175,25.7,5.0
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",365,125,11.9,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",83,67,2.7,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,152,80,5.0,2.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,3055,382,3055,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,2372,352,77.6,4.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,428,134,14.0,4.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,255,94,8.3,2.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,19,0.0,1.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,2896,296,2896,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",122,69,4.2,2.4
