Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1506,193,1506,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1055,177,70.1,7.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1055,177,70.1,7.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,987,165,65.5,6.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,68,40,4.5,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,2.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,451,118,29.9,7.1
Estimate Employment Status Civilian Labor Force,1055,177,1055,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.4,3.4
Estimate Employment Status Females 16 Years And Over,708,144,708,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,469,132,66.2,12.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,469,132,66.2,12.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,444,129,62.7,12.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,51,40,51,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,44,39,86.3,16.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,163,68,163,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,122,53,74.8,22.3
Estimate Commuting To Work Workers 16 Years And Over,984,164,984,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",591,115,60.1,9.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",40,22,4.1,2.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,4.0
Estimate Commuting To Work Workers 16 Years And Over Walked,107,115,10.9,11.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,21,22,2.1,2.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,225,112,22.9,10.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),22.6,3.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,987,165,987,(X)
