Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2021,441,2021,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,745,329,36.9,10.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,745,329,36.9,10.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,738,329,36.5,10.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,7,16,0.3,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,2.0
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1276,219,63.1,10.1
Estimate Employment Status Civilian Labor Force,745,329,745,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.9,2.2
Estimate Employment Status Females 16 Years And Over,441,171,441,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,346,169,78.5,18.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,346,169,78.5,18.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,339,170,76.9,18.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,36,50,36,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,36,50,100.0,54.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,297,153,297,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,216,170,72.7,40.2
Estimate Commuting To Work Workers 16 Years And Over,638,288,638,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",538,253,84.3,13.5
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",68,81,10.7,10.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,6.1
Estimate Commuting To Work Workers 16 Years And Over Walked,0,13,0.0,6.1
Estimate Commuting To Work Workers 16 Years And Over Other Means,25,60,3.9,9.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,7,16,1.1,2.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),34.7,8.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,738,329,738,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",454,198,61.5,17.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,196,154,26.6,12.4
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,45,62,6.1,9.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",0,13,0.0,5.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",43,66,5.8,8.3
Estimate Industry Civilian Employed Population 16 Years And Over,738,329,738,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,5.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,0,13,0.0,5.3
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,162,112,22.0,11.5
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,10,21,1.4,3.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,0,13,0.0,5.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",0,13,0.0,5.3
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,13,0.0,5.3
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",0,13,0.0,5.3
