Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,13024,552,13024,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,7358,489,56.5,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,7358,489,56.5,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,6985,493,53.6,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,373,104,2.9,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,5666,368,43.5,2.5
Estimate Employment Status Civilian Labor Force,7358,489,7358,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.1,1.4
Estimate Employment Status Females 16 Years And Over,8169,421,8169,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3873,413,47.4,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3873,413,47.4,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,3600,411,44.1,3.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,1010,227,1010,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,664,177,65.7,12.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3646,445,3646,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1876,351,51.5,9.7
Estimate Commuting To Work Workers 16 Years And Over,6909,490,6909,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",3300,403,47.8,4.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",306,102,4.4,1.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),466,123,6.7,1.8
Estimate Commuting To Work Workers 16 Years And Over Walked,1026,233,14.9,3.1
Estimate Commuting To Work Workers 16 Years And Over Other Means,66,47,1.0,0.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1745,279,25.3,3.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.5,1.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,6985,493,6985,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4885,391,69.9,3.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,456,132,6.5,1.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1375,254,19.7,3.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",111,83,1.6,1.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",158,77,2.3,1.1
Estimate Industry Civilian Employed Population 16 Years And Over,6985,493,6985,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",15,17,0.2,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,110,95,1.6,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,351,116,5.0,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,58,44,0.8,0.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,358,98,5.1,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",84,48,1.2,0.7
Estimate Industry Civilian Employed Population 16 Years And Over Information,307,138,4.4,2.0
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1312,250,18.8,3.4
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",1640,265,23.5,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",2108,256,30.2,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",388,124,5.6,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",159,66,2.3,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,95,49,1.4,0.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,6985,493,6985,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,6234,416,89.2,2.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,428,157,6.1,2.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,289,90,4.1,1.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,34,33,0.5,0.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,4743,228,4743,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",182,88,3.8,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",41,40,0.9,0.8
