Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,14996,394,14996,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,10626,500,70.9,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,10575,494,70.5,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,10180,513,67.9,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,395,146,2.6,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,51,45,0.3,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4370,455,29.1,2.9
Estimate Employment Status Civilian Labor Force,10575,494,10575,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.7,1.4
Estimate Employment Status Females 16 Years And Over,8085,334,8085,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5308,407,65.7,4.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5308,407,65.7,4.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5161,419,63.8,4.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,1088,257,1088,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,909,255,83.5,9.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2643,308,2643,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2018,315,76.4,8.9
Estimate Commuting To Work Workers 16 Years And Over,10012,528,10012,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",7251,585,72.4,4.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",635,291,6.3,2.7
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),347,141,3.5,1.4
Estimate Commuting To Work Workers 16 Years And Over Walked,197,104,2.0,1.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,39,60,0.4,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1543,493,15.4,5.0
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),35.7,2.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,10180,513,10180,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",5556,505,54.6,4.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1031,304,10.1,2.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1935,382,19.0,3.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",948,206,9.3,1.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",710,186,7.0,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,10180,513,10180,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",38,35,0.4,0.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1219,346,12.0,3.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,687,188,6.7,1.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,232,132,2.3,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1035,263,10.2,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",282,104,2.8,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,378,413,3.7,4.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1073,285,10.5,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",1354,300,13.3,3.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",2525,424,24.8,4.0
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",558,170,5.5,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",305,127,3.0,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,494,172,4.9,1.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,10180,513,10180,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,8275,588,81.3,3.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1583,283,15.6,2.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,322,118,3.2,1.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,21,0.0,0.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,6861,305,6861,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",259,128,3.8,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",75,79,1.1,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",200,115,2.9,1.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",377,154,5.5,2.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",229,91,3.3,1.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",761,204,11.1,3.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",511,178,7.4,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1740,305,25.4,4.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",1293,461,18.8,6.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",1416,274,20.6,4.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),130015,12532,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),142495,9659,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,5820,320,84.8,2.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),148640,10829,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,2079,391,30.3,5.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),21192,2161,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,1392,286,20.3,4.2
