Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,9096,943,9096,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,4215,655,46.3,5.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,4215,655,46.3,5.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,3567,539,39.2,4.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,648,222,7.1,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4881,677,53.7,5.1
Estimate Employment Status Civilian Labor Force,4215,655,4215,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),15.4,4.2
Estimate Employment Status Females 16 Years And Over,4601,555,4601,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,2061,331,44.8,5.7
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,2061,331,44.8,5.7
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1721,290,37.4,5.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,1176,331,1176,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,766,231,65.1,15.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2204,641,2204,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1044,260,47.4,15.8
Estimate Commuting To Work Workers 16 Years And Over,3558,539,3558,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2343,503,65.9,7.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",202,119,5.7,3.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),444,218,12.5,5.9
Estimate Commuting To Work Workers 16 Years And Over Walked,266,123,7.5,3.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,246,120,6.9,3.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,57,46,1.6,1.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),24.3,3.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,3567,539,3567,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",590,290,16.5,6.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1129,258,31.7,7.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,582,230,16.3,5.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",382,229,10.7,6.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",884,288,24.8,7.9
Estimate Industry Civilian Employed Population 16 Years And Over,3567,539,3567,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",34,52,1.0,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,173,133,4.9,3.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,272,134,7.6,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,330,306,9.3,8.3
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,416,214,11.7,5.1
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",253,165,7.1,4.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,29,39,0.8,1.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",102,65,2.9,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",293,105,8.2,3.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",1013,281,28.4,6.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",360,133,10.1,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",165,116,4.6,3.3
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,127,80,3.6,2.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,3567,539,3567,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,3117,546,87.4,5.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,354,152,9.9,4.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,96,55,2.7,1.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,21,0.0,1.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,5206,459,5206,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",881,236,16.9,4.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",820,186,15.8,3.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",1137,296,21.8,5.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",680,219,13.1,4.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",548,267,10.5,4.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",387,150,7.4,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",338,125,6.5,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",340,192,6.5,3.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",44,50,0.8,1.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",31,29,0.6,0.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),23331,2101,(X),(X)
