Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,26521,1419,26521,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,19382,1128,73.1,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,19382,1128,73.1,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18397,1147,69.4,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,985,254,3.7,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,28,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,7139,766,26.9,2.3
Estimate Employment Status Civilian Labor Force,19382,1128,19382,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.1,1.3
Estimate Employment Status Females 16 Years And Over,13932,833,13932,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9688,646,69.5,2.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9688,646,69.5,2.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,9215,687,66.1,3.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,2225,393,2225,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1857,391,83.5,7.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4359,542,4359,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3734,491,85.7,6.8
Estimate Commuting To Work Workers 16 Years And Over,17874,1162,17874,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",10075,903,56.4,3.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",858,196,4.8,1.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),3795,458,21.2,2.5
Estimate Commuting To Work Workers 16 Years And Over Walked,541,239,3.0,1.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,552,216,3.1,1.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2053,402,11.5,2.1
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),33.9,1.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18397,1147,18397,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",9449,792,51.4,2.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3806,496,20.7,2.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3054,429,16.6,2.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",737,224,4.0,1.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1351,340,7.3,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,18397,1147,18397,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",30,38,0.2,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,748,303,4.1,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,517,153,2.8,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,211,132,1.1,0.7
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1560,331,8.5,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",746,222,4.1,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Information,530,164,2.9,0.9
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1334,263,7.3,1.3
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2497,394,13.6,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",6588,604,35.8,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1863,353,10.1,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",927,220,5.0,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,846,209,4.6,1.1
