,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,17147,800,17147,(X)
Estimate Households By Type Total Households Married-Couple Household,7836,473,45.7,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3234,370,18.9,2.4
Estimate Households By Type Total Households Cohabiting Couple Household,1450,307,8.5,1.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,289,156,1.7,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3409,599,19.9,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",124,90,0.7,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2723,542,15.9,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",919,296,5.4,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4452,586,26.0,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",695,228,4.1,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2567,453,15.0,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",804,220,4.7,1.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4778,433,27.9,3.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4208,488,24.5,2.5
Estimate Households By Type Total Households Average Household Size,2.39,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.06,0.12,(X),(X)
Estimate Relationship Population In Households,40965,197,40965,(X)
Estimate Relationship Population In Households Householder,17147,800,41.9,1.9
Estimate Relationship Population In Households Spouse,7702,477,18.8,1.1
Estimate Relationship Population In Households Unmarried Partner,1480,326,3.6,0.8
Estimate Relationship Population In Households Child,10595,750,25.9,1.8
Estimate Relationship Population In Households Other Relatives,2934,761,7.2,1.9
Estimate Relationship Population In Households Other Nonrelatives,1107,383,2.7,0.9
Estimate Marital Status Males 15 Years And Over,16625,659,16625,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5411,620,32.5,3.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",8872,441,53.4,3.2
Estimate Marital Status Males 15 Years And Over Separated,267,171,1.6,1.0
Estimate Marital Status Males 15 Years And Over Widowed,375,139,2.3,0.8
Estimate Marital Status Males 15 Years And Over Divorced,1700,372,10.2,2.1
Estimate Marital Status Females 15 Years And Over,17783,689,17783,(X)
Estimate Marital Status Females 15 Years And Over Never Married,5973,709,33.6,3.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",8355,485,47.0,3.1
Estimate Marital Status Females 15 Years And Over Separated,412,187,2.3,1.0
Estimate Marital Status Females 15 Years And Over Widowed,993,263,5.6,1.4
Estimate Marital Status Females 15 Years And Over Divorced,2050,395,11.5,2.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,539,230,539,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",171,120,31.7,18.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",30,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",52,23,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",69,104,(X),(X)
