,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1058,104,1058,(X)
Estimate Households By Type Total Households Married-Couple Household,666,100,62.9,7.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,214,69,20.2,6.1
Estimate Households By Type Total Households Cohabiting Couple Household,12,11,1.1,1.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,2,4,0.2,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",167,58,15.8,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",91,45,8.6,4.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",25,16,2.4,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",213,63,20.1,5.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",175,59,16.5,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",109,40,10.3,3.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,241,70,22.8,6.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,400,65,37.8,5.3
Estimate Households By Type Total Households Average Household Size,2.28,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.73,0.18,(X),(X)
Estimate Relationship Population In Households,2409,282,2409,(X)
Estimate Relationship Population In Households Householder,1058,104,43.9,3.2
Estimate Relationship Population In Households Spouse,668,104,27.7,2.7
Estimate Relationship Population In Households Unmarried Partner,12,11,0.5,0.5
Estimate Relationship Population In Households Child,526,137,21.8,4.1
Estimate Relationship Population In Households Other Relatives,64,40,2.7,1.7
Estimate Relationship Population In Households Other Nonrelatives,81,45,3.4,1.8
Estimate Marital Status Males 15 Years And Over,1054,141,1054,(X)
Estimate Marital Status Males 15 Years And Over Never Married,280,85,26.6,6.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",662,95,62.8,6.5
Estimate Marital Status Males 15 Years And Over Separated,31,31,2.9,3.0
Estimate Marital Status Males 15 Years And Over Widowed,12,11,1.1,1.1
Estimate Marital Status Males 15 Years And Over Divorced,69,32,6.5,3.0
Estimate Marital Status Females 15 Years And Over,1099,129,1099,(X)
Estimate Marital Status Females 15 Years And Over Never Married,178,71,16.2,5.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",711,113,64.7,7.2
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,3.6
Estimate Marital Status Females 15 Years And Over Widowed,80,29,7.3,2.7
Estimate Marital Status Females 15 Years And Over Divorced,130,47,11.8,4.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,30,27,30,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",13,21,43.3,55.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",76,117,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",59,54,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",149,223,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",20,28,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",52,71,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,21,25,21,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,8,13,38.1,26.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,8,13,38.1,26.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,71.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,71.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,71.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,8,13,8,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,8,13,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,537,151,537,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",26,23,4.8,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,9,11,1.7,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),179,86,33.3,9.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),108,47,20.1,8.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,215,78,40.0,11.0
Estimate Educational Attainment Population 25 Years And Over,1889,195,1889,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,10,11,0.5,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",50,21,2.6,1.2
