,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1591,90,1591,(X)
Estimate Households By Type Total Households Married-Couple Household,1219,121,76.6,6.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,394,75,24.8,5.3
Estimate Households By Type Total Households Cohabiting Couple Household,185,80,11.6,5.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,63,54,4.0,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",15,15,0.9,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",15,15,0.9,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",15,15,0.9,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",172,79,10.8,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",30,32,1.9,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",126,66,7.9,4.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",56,43,3.5,2.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,507,91,31.9,6.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,551,101,34.6,5.7
Estimate Households By Type Total Households Average Household Size,2.82,0.16,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.97,0.19,(X),(X)
Estimate Relationship Population In Households,4492,21,4492,(X)
Estimate Relationship Population In Households Householder,1591,90,35.4,2.0
Estimate Relationship Population In Households Spouse,1153,97,25.7,2.2
Estimate Relationship Population In Households Unmarried Partner,187,81,4.2,1.8
Estimate Relationship Population In Households Child,1403,146,31.2,3.2
Estimate Relationship Population In Households Other Relatives,72,46,1.6,1.0
Estimate Relationship Population In Households Other Nonrelatives,86,68,1.9,1.5
Estimate Marital Status Males 15 Years And Over,1961,127,1961,(X)
Estimate Marital Status Males 15 Years And Over Never Married,585,124,29.8,5.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1251,119,63.8,5.8
Estimate Marital Status Males 15 Years And Over Separated,10,16,0.5,0.8
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,2.0
Estimate Marital Status Males 15 Years And Over Divorced,115,69,5.9,3.5
Estimate Marital Status Females 15 Years And Over,1864,108,1864,(X)
Estimate Marital Status Females 15 Years And Over Never Married,394,119,21.1,5.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1194,101,64.1,5.9
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,2.1
Estimate Marital Status Females 15 Years And Over Widowed,83,45,4.5,2.3
Estimate Marital Status Females 15 Years And Over Divorced,193,75,10.4,4.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,8,13,8,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,94,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",10,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,235,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",31,51,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,101,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,24,26,24,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,5,12,20.8,50.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,5,12,20.8,50.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,67.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,67.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,5,12,5,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,2,7,40.0,54.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,5,12,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1133,154,1133,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",86,60,7.6,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),460,143,40.6,12.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),283,117,25.0,10.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,304,129,26.8,10.1
Estimate Educational Attainment Population 25 Years And Over,3268,142,3268,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,9,13,0.3,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",73,64,2.2,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),382,106,11.7,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",487,188,14.9,5.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,238,104,7.3,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1173,197,35.9,5.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,906,156,27.7,4.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3186,161,97.5,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2079,192,63.6,5.4
Estimate Veteran Status Civilian Population 18 Years And Over,3609,126,3609,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,254,122,7.0,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4500,17,4500,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,505,198,11.2,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,891,127,891,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,9,14,1.0,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2752,189,2752,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,267,176,9.7,6.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,857,170,857,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,229,107,26.7,9.7
Estimate Residence 1 Year Ago Population 1 Year And Over,4489,23,4489,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4105,243,91.4,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),384,241,8.6,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,384,241,8.6,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,232,226,5.2,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,152,93,3.4,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,44,69,1.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,108,75,2.4,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,0.9
Estimate Place Of Birth Total Population,4500,17,4500,(X)
Estimate Place Of Birth Total Population Native,4238,93,94.2,2.1
Estimate Place Of Birth Total Population Native Born In United States,4211,96,93.6,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2827,245,62.8,5.5
Estimate Place Of Birth Total Population Native Born In United States Different State,1384,232,30.8,5.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",27,25,0.6,0.6
Estimate Place Of Birth Total Population Foreign Born,262,93,5.8,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,262,93,262,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,166,83,63.4,25.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,96,80,36.6,25.6
Estimate Year Of Entry Population Born Outside The United States,289,96,289,(X)
Estimate Year Of Entry Population Born Outside The United States Native,27,25,27,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,63.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,27,25,100.0,63.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,262,93,262,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,40,52,15.3,19.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,222,99,84.7,19.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",262,93,262,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",80,60,30.5,21.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",103,88,39.3,27.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",26,45,9.9,16.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,14.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",33,34,12.6,13.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",20,23,7.6,9.3
Estimate Language Spoken At Home Population 5 Years And Over,4358,78,4358,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4118,125,94.5,2.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,240,108,5.5,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",99,75,2.3,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,119,76,2.7,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",26,24,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,55,40,1.3,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",7,10,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,28,49,0.6,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",28,49,0.6,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,38,53,0.9,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",38,53,0.9,1.2
Estimate Ancestry Total Population,4500,17,4500,(X)
Estimate Ancestry Total Population American,182,97,4.0,2.2
Estimate Ancestry Total Population Arab,28,45,0.6,1.0
Estimate Ancestry Total Population Czech,4,8,0.1,0.2
Estimate Ancestry Total Population Danish,16,21,0.4,0.5
Estimate Ancestry Total Population Dutch,75,55,1.7,1.2
Estimate Ancestry Total Population English,823,231,18.3,5.1
Estimate Ancestry Total Population French (Except Basque),225,110,5.0,2.4
Estimate Ancestry Total Population French Canadian,329,150,7.3,3.3
Estimate Ancestry Total Population German,469,228,10.4,5.1
Estimate Ancestry Total Population Greek,106,92,2.4,2.1
Estimate Ancestry Total Population Hungarian,3,6,0.1,0.1
Estimate Ancestry Total Population Irish,1141,261,25.4,5.8
Estimate Ancestry Total Population Italian,457,147,10.2,3.3
Estimate Ancestry Total Population Lithuanian,52,44,1.2,1.0
Estimate Ancestry Total Population Norwegian,0,13,0.0,0.9
Estimate Ancestry Total Population Polish,177,83,3.9,1.8
Estimate Ancestry Total Population Portuguese,25,22,0.6,0.5
Estimate Ancestry Total Population Russian,102,65,2.3,1.5
Estimate Ancestry Total Population Scotch-Irish,5,8,0.1,0.2
Estimate Ancestry Total Population Scottish,188,118,4.2,2.6
Estimate Ancestry Total Population Slovak,9,14,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,0.9
Estimate Ancestry Total Population Swedish,57,50,1.3,1.1
Estimate Ancestry Total Population Swiss,0,13,0.0,0.9
Estimate Ancestry Total Population Ukrainian,11,17,0.2,0.4
Estimate Ancestry Total Population Welsh,1,2,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),10,15,0.2,0.3
Estimate Computers And Internet Use Total Households,1591,90,1591,(X)
Estimate Computers And Internet Use Total Households With A Computer,1584,92,99.6,0.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1555,92,97.7,1.4
