,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,10964,474,10964,(X)
Estimate Households By Type Total Households Married-Couple Household,5745,373,52.4,4.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2190,270,20.0,3.0
Estimate Households By Type Total Households Cohabiting Couple Household,753,247,6.9,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,321,184,2.9,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1481,420,13.5,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",29,26,0.3,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1225,395,11.2,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",605,349,5.5,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2985,452,27.2,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",380,141,3.5,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1712,307,15.6,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",977,230,8.9,1.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3235,291,29.5,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3948,494,36.0,3.6
Estimate Households By Type Total Households Average Household Size,2.48,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.01,0.12,(X),(X)
Estimate Relationship Population In Households,27207,196,27207,(X)
Estimate Relationship Population In Households Householder,10964,474,40.3,1.7
Estimate Relationship Population In Households Spouse,5721,361,21.0,1.3
Estimate Relationship Population In Households Unmarried Partner,754,254,2.8,0.9
Estimate Relationship Population In Households Child,7534,554,27.7,2.0
Estimate Relationship Population In Households Other Relatives,1687,426,6.2,1.6
Estimate Relationship Population In Households Other Nonrelatives,547,194,2.0,0.7
Estimate Marital Status Males 15 Years And Over,11075,560,11075,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3511,534,31.7,3.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6209,411,56.1,4.1
Estimate Marital Status Males 15 Years And Over Separated,91,73,0.8,0.7
Estimate Marital Status Males 15 Years And Over Widowed,272,96,2.5,0.9
Estimate Marital Status Males 15 Years And Over Divorced,992,401,9.0,3.6
Estimate Marital Status Females 15 Years And Over,12590,557,12590,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3757,502,29.8,3.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6028,382,47.9,3.4
Estimate Marital Status Females 15 Years And Over Separated,183,143,1.5,1.1
Estimate Marital Status Females 15 Years And Over Widowed,1314,268,10.4,2.1
Estimate Marital Status Females 15 Years And Over Divorced,1308,265,10.4,2.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,243,118,243,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",117,89,48.1,22.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",32,24,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",38,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",58,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",35,22,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,511,192,511,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,70,68,13.7,12.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,32,46,6.3,8.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,7.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,9,16,1.8,2.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,29,47,5.7,9.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,70,68,70,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,34,33,48.6,3.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,70,68,100.0,39.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6151,595,6151,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",480,191,7.8,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,204,99,3.3,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2322,359,37.7,5.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1550,339,25.2,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1595,421,25.9,5.4
