,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1370,188,1370,(X)
Estimate Households By Type Total Households Married-Couple Household,861,164,62.8,9.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,346,104,25.3,7.1
Estimate Households By Type Total Households Cohabiting Couple Household,60,38,4.4,2.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,2.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",213,111,15.5,7.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",29,33,2.1,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",128,102,9.3,6.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",8,13,0.6,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",236,92,17.2,6.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",37,30,2.7,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",113,66,8.2,4.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",72,49,5.3,3.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,412,109,30.1,7.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,297,86,21.7,6.1
Estimate Households By Type Total Households Average Household Size,2.57,0.21,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.96,0.19,(X),(X)
Estimate Relationship Population In Households,3516,517,3516,(X)
Estimate Relationship Population In Households Householder,1370,188,39.0,3.2
Estimate Relationship Population In Households Spouse,918,194,26.1,3.2
Estimate Relationship Population In Households Unmarried Partner,65,44,1.8,1.3
Estimate Relationship Population In Households Child,926,211,26.3,3.7
Estimate Relationship Population In Households Other Relatives,77,55,2.2,1.5
Estimate Relationship Population In Households Other Nonrelatives,160,97,4.6,2.7
Estimate Marital Status Males 15 Years And Over,1540,269,1540,(X)
Estimate Marital Status Males 15 Years And Over Never Married,462,173,30.0,7.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",914,166,59.4,8.7
Estimate Marital Status Males 15 Years And Over Separated,24,31,1.6,1.9
Estimate Marital Status Males 15 Years And Over Widowed,37,35,2.4,2.2
Estimate Marital Status Males 15 Years And Over Divorced,103,57,6.7,3.8
Estimate Marital Status Females 15 Years And Over,1554,272,1554,(X)
Estimate Marital Status Females 15 Years And Over Never Married,421,166,27.1,8.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",917,193,59.0,7.7
Estimate Marital Status Females 15 Years And Over Separated,36,29,2.3,1.9
Estimate Marital Status Females 15 Years And Over Widowed,91,50,5.9,3.2
Estimate Marital Status Females 15 Years And Over Divorced,89,57,5.7,3.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,29,26,29,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,61.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,90,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",35,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,556,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",20,35,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",53,57,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,11,19,11,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,723,212,723,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",27,25,3.7,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,30,34,4.1,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),258,120,35.7,12.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),108,70,14.9,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,300,130,41.5,12.2
Estimate Educational Attainment Population 25 Years And Over,2668,365,2668,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,59,79,2.2,3.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",30,35,1.1,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),181,95,6.8,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",266,104,10.0,3.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,247,156,9.3,5.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,667,164,25.0,5.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1218,222,45.7,7.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2579,364,96.7,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1885,258,70.7,6.6
Estimate Veteran Status Civilian Population 18 Years And Over,3012,441,3012,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,36,25,1.2,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3521,517,3521,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,261,139,7.4,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,583,168,583,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,28,28,4.8,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2520,401,2520,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,144,96,5.7,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,418,130,418,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,89,55,21.3,9.1
Estimate Residence 1 Year Ago Population 1 Year And Over,3567,530,3567,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3031,523,85.0,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),536,201,15.0,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,525,204,14.7,5.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,331,166,9.3,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,194,127,5.4,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,155,123,4.3,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,39,36,1.1,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,11,19,0.3,0.5
Estimate Place Of Birth Total Population,3595,528,3595,(X)
Estimate Place Of Birth Total Population Native,2436,420,67.8,7.2
Estimate Place Of Birth Total Population Native Born In United States,2373,410,66.0,7.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1409,278,39.2,6.3
Estimate Place Of Birth Total Population Native Born In United States Different State,964,266,26.8,6.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",63,78,1.8,2.1
Estimate Place Of Birth Total Population Foreign Born,1159,325,32.2,7.2
Estimate U.S. Citizenship Status Foreign-Born Population,1159,325,1159,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,710,287,61.3,15.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,449,212,38.7,15.9
Estimate Year Of Entry Population Born Outside The United States,1222,331,1222,(X)
Estimate Year Of Entry Population Born Outside The United States Native,63,78,63,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,47,74,74.6,44.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,18,25.4,44.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1159,325,1159,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,247,172,21.3,13.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,912,289,78.7,13.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1159,325,1159,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",313,106,27.0,10.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",718,304,61.9,13.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",6,12,0.5,1.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",122,101,10.5,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,3.4
Estimate Language Spoken At Home Population 5 Years And Over,3397,512,3397,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2224,469,65.5,8.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1173,301,34.5,8.1
