,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,506,75,506,(X)
Estimate Households By Type Total Households Married-Couple Household,268,53,53.0,9.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,64,31,12.6,6.3
Estimate Households By Type Total Households Cohabiting Couple Household,37,21,7.3,4.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,13,18,2.6,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",106,48,20.9,8.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,7.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",100,48,19.8,8.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",28,18,5.5,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",95,45,18.8,8.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,7.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",29,23,5.7,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",29,23,5.7,4.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,94,31,18.6,6.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,216,44,42.7,8.3
Estimate Households By Type Total Households Average Household Size,2.31,0.24,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.87,0.25,(X),(X)
Estimate Relationship Population In Households,1171,167,1171,(X)
Estimate Relationship Population In Households Householder,506,75,43.2,4.5
Estimate Relationship Population In Households Spouse,264,52,22.5,3.5
Estimate Relationship Population In Households Unmarried Partner,39,22,3.3,1.9
Estimate Relationship Population In Households Child,263,72,22.5,4.5
Estimate Relationship Population In Households Other Relatives,90,50,7.7,3.9
Estimate Relationship Population In Households Other Nonrelatives,9,10,0.8,0.8
Estimate Marital Status Males 15 Years And Over,509,92,509,(X)
Estimate Marital Status Males 15 Years And Over Never Married,182,84,35.8,12.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",274,53,53.8,10.8
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,7.6
Estimate Marital Status Males 15 Years And Over Widowed,5,9,1.0,1.7
Estimate Marital Status Males 15 Years And Over Divorced,48,19,9.4,3.8
Estimate Marital Status Females 15 Years And Over,512,75,512,(X)
Estimate Marital Status Females 15 Years And Over Never Married,172,51,33.6,7.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",271,51,52.9,7.5
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,7.5
Estimate Marital Status Females 15 Years And Over Widowed,26,20,5.1,4.0
Estimate Marital Status Females 15 Years And Over Divorced,43,27,8.4,5.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,8,9,8,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,275,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",37,43,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,950,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",89,93,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,292,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,39,28,39,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,9,13,23.1,30.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,52.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,9,13,23.1,30.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,52.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,52.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,9,13,9,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,5,6,55.6,27.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,9,13,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,135,55,135,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",21,22,15.6,16.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,25.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),60,27,44.4,16.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),29,29,21.5,14.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,25,18,18.5,9.9
Estimate Educational Attainment Population 25 Years And Over,926,120,926,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,25,20,2.7,2.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",60,36,6.5,3.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),324,75,35.0,6.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",84,27,9.1,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,128,45,13.8,4.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,168,48,18.1,5.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,137,46,14.8,4.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,841,112,90.8,4.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,305,73,32.9,7.2
Estimate Veteran Status Civilian Population 18 Years And Over,1005,141,1005,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,87,28,8.7,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1171,167,1171,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,123,43,10.5,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,166,55,166,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,4,7,2.4,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,699,130,699,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,68,33,9.7,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,306,66,306,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,51,20,16.7,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over,1163,165,1163,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1084,164,93.2,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),79,37,6.8,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,79,37,6.8,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,31,25,2.7,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,48,26,4.1,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,48,26,4.1,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,3.4
Estimate Place Of Birth Total Population,1171,167,1171,(X)
Estimate Place Of Birth Total Population Native,1141,165,97.4,1.4
Estimate Place Of Birth Total Population Native Born In United States,1138,164,97.2,1.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,840,135,71.7,5.6
Estimate Place Of Birth Total Population Native Born In United States Different State,298,78,25.4,5.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",3,5,0.3,0.4
Estimate Place Of Birth Total Population Foreign Born,30,17,2.6,1.4
Estimate U.S. Citizenship Status Foreign-Born Population,30,17,30,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,24,16,80.0,20.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,6,6,20.0,20.7
Estimate Year Of Entry Population Born Outside The United States,33,18,33,(X)
Estimate Year Of Entry Population Born Outside The United States Native,3,5,3,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,3,5,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,30,17,30,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,60.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,30,17,100.0,60.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",30,17,30,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",20,13,66.7,29.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,60.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,60.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,60.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",7,9,23.3,27.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,4,10.0,13.8
Estimate Language Spoken At Home Population 5 Years And Over,1099,157,1099,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1068,156,97.2,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,31,32,2.8,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,3.6
