,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3078,198,3078,(X)
Estimate Households By Type Total Households Married-Couple Household,2014,226,65.4,6.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,706,122,22.9,4.2
Estimate Households By Type Total Households Cohabiting Couple Household,105,54,3.4,1.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,38,47,1.2,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",317,118,10.3,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",43,50,1.4,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",147,95,4.8,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",72,58,2.3,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",642,180,20.9,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",91,67,3.0,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",360,144,11.7,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",147,80,4.8,2.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,890,117,28.9,4.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1257,231,40.8,6.6
Estimate Households By Type Total Households Average Household Size,2.74,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.11,0.23,(X),(X)
Estimate Relationship Population In Households,8436,37,8436,(X)
Estimate Relationship Population In Households Householder,3078,198,36.5,2.3
Estimate Relationship Population In Households Spouse,2083,243,24.7,2.9
Estimate Relationship Population In Households Unmarried Partner,133,75,1.6,0.9
Estimate Relationship Population In Households Child,2748,251,32.6,3.0
Estimate Relationship Population In Households Other Relatives,303,162,3.6,1.9
Estimate Relationship Population In Households Other Nonrelatives,91,57,1.1,0.7
Estimate Marital Status Males 15 Years And Over,3444,229,3444,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1079,231,31.3,5.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2062,183,59.9,5.9
Estimate Marital Status Males 15 Years And Over Separated,16,25,0.5,0.7
Estimate Marital Status Males 15 Years And Over Widowed,95,82,2.8,2.4
Estimate Marital Status Males 15 Years And Over Divorced,192,88,5.6,2.6
Estimate Marital Status Females 15 Years And Over,3647,231,3647,(X)
Estimate Marital Status Females 15 Years And Over Never Married,883,203,24.2,5.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2173,253,59.6,6.6
Estimate Marital Status Females 15 Years And Over Separated,97,75,2.7,2.0
Estimate Marital Status Females 15 Years And Over Widowed,158,72,4.3,1.9
Estimate Marital Status Females 15 Years And Over Divorced,336,126,9.2,3.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,26,32,26,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,64.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,46,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",15,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,126,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",30,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",11,20,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,82,62,82,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,27,40,32.9,41.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,36.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,36.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,36.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,40,32.9,41.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,27,40,27,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,14,20,51.9,6.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,27,40,100.0,63.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1889,356,1889,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",180,84,9.5,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,67,58,3.5,3.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),687,229,36.4,8.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),538,169,28.5,7.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,417,155,22.1,6.7
Estimate Educational Attainment Population 25 Years And Over,6060,268,6060,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,79,90,1.3,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",191,135,3.2,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1442,331,23.8,5.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1023,267,16.9,4.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,552,151,9.1,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1743,298,28.8,4.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1030,241,17.0,3.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5790,314,95.5,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2773,394,45.8,6.4
Estimate Veteran Status Civilian Population 18 Years And Over,6693,260,6693,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,247,115,3.7,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,8448,34,8448,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,596,170,7.1,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1788,259,1788,(X)
