,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1515,91,1515,(X)
Estimate Households By Type Total Households Married-Couple Household,1204,77,79.5,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,573,74,37.8,6.3
Estimate Households By Type Total Households Cohabiting Couple Household,57,34,3.8,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,8,13,0.5,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",62,39,4.1,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",51,36,3.4,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",21,23,1.4,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",192,76,12.7,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",175,77,11.6,4.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",77,51,5.1,3.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,589,74,38.9,6.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,431,83,28.4,4.6
Estimate Households By Type Total Households Average Household Size,2.91,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.23,0.17,(X),(X)
Estimate Relationship Population In Households,4406,21,4406,(X)
Estimate Relationship Population In Households Householder,1515,91,34.4,2.1
Estimate Relationship Population In Households Spouse,1248,77,28.3,1.7
Estimate Relationship Population In Households Unmarried Partner,60,35,1.4,0.8
Estimate Relationship Population In Households Child,1515,130,34.4,2.9
Estimate Relationship Population In Households Other Relatives,25,22,0.6,0.5
Estimate Relationship Population In Households Other Nonrelatives,43,42,1.0,1.0
Estimate Marital Status Males 15 Years And Over,1616,149,1616,(X)
Estimate Marital Status Males 15 Years And Over Never Married,335,117,20.7,6.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1202,102,74.4,6.5
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,2.4
Estimate Marital Status Males 15 Years And Over Widowed,32,28,2.0,1.7
Estimate Marital Status Males 15 Years And Over Divorced,47,38,2.9,2.3
Estimate Marital Status Females 15 Years And Over,1818,138,1818,(X)
Estimate Marital Status Females 15 Years And Over Never Married,390,134,21.5,6.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1269,108,69.8,6.6
Estimate Marital Status Females 15 Years And Over Separated,12,21,0.7,1.1
Estimate Marital Status Females 15 Years And Over Widowed,48,40,2.6,2.2
Estimate Marital Status Females 15 Years And Over Divorced,99,47,5.4,2.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,74,75,74,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,38.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,117,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",83,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,298,(X),(X)
